"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.04.2021 19:15 - 05.04.2021 19:30","51958","56420"
"05.04.2021 19:30 - 05.04.2021 19:45","52488","56174"
"05.04.2021 19:45 - 05.04.2021 20:00","51933","55993"
"05.04.2021 20:00 - 05.04.2021 20:15","52056","56513"
"05.04.2021 20:15 - 05.04.2021 20:30","51661","56339"
"05.04.2021 20:30 - 05.04.2021 20:45","51535","55869"
"05.04.2021 20:45 - 05.04.2021 21:00","51298","55566"
"05.04.2021 21:00 - 05.04.2021 21:15","50500","55442"
"05.04.2021 21:15 - 05.04.2021 21:30","50308","55146"
"05.04.2021 21:30 - 05.04.2021 21:45","49710","55029"
"05.04.2021 21:45 - 05.04.2021 22:00","49890","55010"
"05.04.2021 22:00 - 05.04.2021 22:15","49842","55683"
"05.04.2021 22:15 - 05.04.2021 22:30","49235","54896"
"05.04.2021 22:30 - 05.04.2021 22:45","48643","54173"
"05.04.2021 22:45 - 05.04.2021 23:00","47835","53744"
"05.04.2021 23:00 - 05.04.2021 23:15","47104","53600"
"05.04.2021 23:15 - 05.04.2021 23:30","46284","52679"
"05.04.2021 23:30 - 05.04.2021 23:45","45616","52234"
"05.04.2021 23:45 - 06.04.2021 00:00","45179","51745"
"06.04.2021 00:00 - 06.04.2021 00:15","46174","50651"
"06.04.2021 00:15 - 06.04.2021 00:30","45605","49976"
"06.04.2021 00:30 - 06.04.2021 00:45","45157","49500"
"06.04.2021 00:45 - 06.04.2021 01:00","44810","49081"
"06.04.2021 01:00 - 06.04.2021 01:15","44109","48750"
"06.04.2021 01:15 - 06.04.2021 01:30","43818","48383"
"06.04.2021 01:30 - 06.04.2021 01:45","43612","48270"
"06.04.2021 01:45 - 06.04.2021 02:00","43314","48216"
"06.04.2021 02:00 - 06.04.2021 02:15","43222","47895"
"06.04.2021 02:15 - 06.04.2021 02:30","43281","47790"
"06.04.2021 02:30 - 06.04.2021 02:45","43261","47903"
"06.04.2021 02:45 - 06.04.2021 03:00","43298","47686"
"06.04.2021 03:00 - 06.04.2021 03:15","43555","47825"
"06.04.2021 03:15 - 06.04.2021 03:30","43819","48026"
"06.04.2021 03:30 - 06.04.2021 03:45","43891","48188"
"06.04.2021 03:45 - 06.04.2021 04:00","44214","48220"
"06.04.2021 04:00 - 06.04.2021 04:15","44703","48599"
"06.04.2021 04:15 - 06.04.2021 04:30","45153","48900"
"06.04.2021 04:30 - 06.04.2021 04:45","45605","49282"
"06.04.2021 04:45 - 06.04.2021 05:00","46096","50109"
"06.04.2021 05:00 - 06.04.2021 05:15","47518","51620"
"06.04.2021 05:15 - 06.04.2021 05:30","48225","52497"
"06.04.2021 05:30 - 06.04.2021 05:45","49319","53902"
"06.04.2021 05:45 - 06.04.2021 06:00","51102","55198"
"06.04.2021 06:00 - 06.04.2021 06:15","53393","57841"
"06.04.2021 06:15 - 06.04.2021 06:30","55380","59380"
"06.04.2021 06:30 - 06.04.2021 06:45","56688","60220"
"06.04.2021 06:45 - 06.04.2021 07:00","57935","61171"
"06.04.2021 07:00 - 06.04.2021 07:15","59477","62737"
"06.04.2021 07:15 - 06.04.2021 07:30","60050","63694"
"06.04.2021 07:30 - 06.04.2021 07:45","60641","65080"
"06.04.2021 07:45 - 06.04.2021 08:00","60961","66284"
"06.04.2021 08:00 - 06.04.2021 08:15","61899","67658"
"06.04.2021 08:15 - 06.04.2021 08:30","62255","68293"
"06.04.2021 08:30 - 06.04.2021 08:45","62071","68916"
"06.04.2021 08:45 - 06.04.2021 09:00","62609","69236"
"06.04.2021 09:00 - 06.04.2021 09:15","62589","69613"
"06.04.2021 09:15 - 06.04.2021 09:30","63132","70179"
"06.04.2021 09:30 - 06.04.2021 09:45","63782","70912"
"06.04.2021 09:45 - 06.04.2021 10:00","64229","71651"
"06.04.2021 10:00 - 06.04.2021 10:15","64640","72062"
"06.04.2021 10:15 - 06.04.2021 10:30","64781","72823"
"06.04.2021 10:30 - 06.04.2021 10:45","65208","73343"
"06.04.2021 10:45 - 06.04.2021 11:00","65619","73736"
"06.04.2021 11:00 - 06.04.2021 11:15","65909","73917"
"06.04.2021 11:15 - 06.04.2021 11:30","66741","74358"
"06.04.2021 11:30 - 06.04.2021 11:45","67004","74673"
"06.04.2021 11:45 - 06.04.2021 12:00","67092","75285"
"06.04.2021 12:00 - 06.04.2021 12:15","66549","74826"
"06.04.2021 12:15 - 06.04.2021 12:30","66682","74767"
"06.04.2021 12:30 - 06.04.2021 12:45","66639","74386"
"06.04.2021 12:45 - 06.04.2021 13:00","66615","74144"
"06.04.2021 13:00 - 06.04.2021 13:15","66271","73382"
"06.04.2021 13:15 - 06.04.2021 13:30","65632","72897"
"06.04.2021 13:30 - 06.04.2021 13:45","64914","72398"
"06.04.2021 13:45 - 06.04.2021 14:00","64169","71957"
"06.04.2021 14:00 - 06.04.2021 14:15","63940","71615"
"06.04.2021 14:15 - 06.04.2021 14:30","63851","71400"
"06.04.2021 14:30 - 06.04.2021 14:45","63257","71568"
"06.04.2021 14:45 - 06.04.2021 15:00","63342","71547"
"06.04.2021 15:00 - 06.04.2021 15:15","63098","71510"
"06.04.2021 15:15 - 06.04.2021 15:30","62676","71165"
"06.04.2021 15:30 - 06.04.2021 15:45","62137","70668"
"06.04.2021 15:45 - 06.04.2021 16:00","61703","70146"
"06.04.2021 16:00 - 06.04.2021 16:15","61640","69400"
"06.04.2021 16:15 - 06.04.2021 16:30","61177","68416"
"06.04.2021 16:30 - 06.04.2021 16:45","60704","68150"
"06.04.2021 16:45 - 06.04.2021 17:00","60660","68083"
"06.04.2021 17:00 - 06.04.2021 17:15","60568","68380"
"06.04.2021 17:15 - 06.04.2021 17:30","60742","68390"
"06.04.2021 17:30 - 06.04.2021 17:45","60764","68416"
"06.04.2021 17:45 - 06.04.2021 18:00","60780","68249"
"06.04.2021 18:00 - 06.04.2021 18:15","60775","69051"
"06.04.2021 18:15 - 06.04.2021 18:30","60550","68624"
"06.04.2021 18:30 - 06.04.2021 18:45","60705","68184"
"06.04.2021 18:45 - 06.04.2021 19:00","60922","67965"
"06.04.2021 19:00 - 06.04.2021 19:15","61213","67858"
"06.04.2021 19:15 - 06.04.2021 19:30","60894","67556"
"06.04.2021 19:30 - 06.04.2021 19:45","60846","67883"
"06.04.2021 19:45 - 06.04.2021 20:00","60781","67259"
"06.04.2021 20:00 - 06.04.2021 20:15","60736","67018"
"06.04.2021 20:15 - 06.04.2021 20:30","60164","66974"
"06.04.2021 20:30 - 06.04.2021 20:45","59666","66824"
"06.04.2021 20:45 - 06.04.2021 21:00","59082","66136"
"06.04.2021 21:00 - 06.04.2021 21:15","58446","65039"
"06.04.2021 21:15 - 06.04.2021 21:30","57739","64031"
"06.04.2021 21:30 - 06.04.2021 21:45","56821","63056"
"06.04.2021 21:45 - 06.04.2021 22:00","56157","62405"
"06.04.2021 22:00 - 06.04.2021 22:15","55949","62066"
"06.04.2021 22:15 - 06.04.2021 22:30","55172","61599"
"06.04.2021 22:30 - 06.04.2021 22:45","54243","60468"
"06.04.2021 22:45 - 06.04.2021 23:00","53087","59749"
"06.04.2021 23:00 - 06.04.2021 23:15","52093","58706"
"06.04.2021 23:15 - 06.04.2021 23:30","50993","58161"
"06.04.2021 23:30 - 06.04.2021 23:45","50056","57073"
"06.04.2021 23:45 - 07.04.2021 00:00","49375","56395"
"07.04.2021 00:00 - 07.04.2021 00:15","50371","55994"
"07.04.2021 00:15 - 07.04.2021 00:30","50024","55247"
"07.04.2021 00:30 - 07.04.2021 00:45","49621","54965"
"07.04.2021 00:45 - 07.04.2021 01:00","49169","54466"
"07.04.2021 01:00 - 07.04.2021 01:15","48443","53319"
"07.04.2021 01:15 - 07.04.2021 01:30","47921","52960"
"07.04.2021 01:30 - 07.04.2021 01:45","47834","53056"
"07.04.2021 01:45 - 07.04.2021 02:00","47389","52739"
"07.04.2021 02:00 - 07.04.2021 02:15","47013","52122"
"07.04.2021 02:15 - 07.04.2021 02:30","47133","51769"
"07.04.2021 02:30 - 07.04.2021 02:45","47080","51661"
"07.04.2021 02:45 - 07.04.2021 03:00","47035","51732"
"07.04.2021 03:00 - 07.04.2021 03:15","47137","52130"
"07.04.2021 03:15 - 07.04.2021 03:30","47357","52085"
"07.04.2021 03:30 - 07.04.2021 03:45","47330","52088"
"07.04.2021 03:45 - 07.04.2021 04:00","47630","52435"
"07.04.2021 04:00 - 07.04.2021 04:15","47929","53125"
"07.04.2021 04:15 - 07.04.2021 04:30","48423","53612"
"07.04.2021 04:30 - 07.04.2021 04:45","48434","53994"
"07.04.2021 04:45 - 07.04.2021 05:00","49047","54959"
"07.04.2021 05:00 - 07.04.2021 05:15","50199","55785"
"07.04.2021 05:15 - 07.04.2021 05:30","50634","56470"
"07.04.2021 05:30 - 07.04.2021 05:45","51573","57572"
"07.04.2021 05:45 - 07.04.2021 06:00","52872","58944"
"07.04.2021 06:00 - 07.04.2021 06:15","55180","61025"
"07.04.2021 06:15 - 07.04.2021 06:30","56859","62824"
"07.04.2021 06:30 - 07.04.2021 06:45","58022","64033"
"07.04.2021 06:45 - 07.04.2021 07:00","58933","64717"
"07.04.2021 07:00 - 07.04.2021 07:15","60863","66197"
"07.04.2021 07:15 - 07.04.2021 07:30","61630","67213"
"07.04.2021 07:30 - 07.04.2021 07:45","62239","68537"
"07.04.2021 07:45 - 07.04.2021 08:00","62483","69425"
"07.04.2021 08:00 - 07.04.2021 08:15","63449","70410"
"07.04.2021 08:15 - 07.04.2021 08:30","63722","70874"
"07.04.2021 08:30 - 07.04.2021 08:45","63679","71645"
"07.04.2021 08:45 - 07.04.2021 09:00","64166","72501"
"07.04.2021 09:00 - 07.04.2021 09:15","63851","72491"
"07.04.2021 09:15 - 07.04.2021 09:30","64497","73084"
"07.04.2021 09:30 - 07.04.2021 09:45","65090","73946"
"07.04.2021 09:45 - 07.04.2021 10:00","65394","74390"
"07.04.2021 10:00 - 07.04.2021 10:15","65744","74316"
"07.04.2021 10:15 - 07.04.2021 10:30","65858","74957"
"07.04.2021 10:30 - 07.04.2021 10:45","66216","75776"
"07.04.2021 10:45 - 07.04.2021 11:00","66493","76354"
"07.04.2021 11:00 - 07.04.2021 11:15","66743","76892"
"07.04.2021 11:15 - 07.04.2021 11:30","67251","77526"
"07.04.2021 11:30 - 07.04.2021 11:45","67426","77903"
"07.04.2021 11:45 - 07.04.2021 12:00","67538","78136"
"07.04.2021 12:00 - 07.04.2021 12:15","67227","77689"
"07.04.2021 12:15 - 07.04.2021 12:30","67223","77127"
"07.04.2021 12:30 - 07.04.2021 12:45","67012","77142"
"07.04.2021 12:45 - 07.04.2021 13:00","66901","77162"
"07.04.2021 13:00 - 07.04.2021 13:15","66534","77002"
"07.04.2021 13:15 - 07.04.2021 13:30","66066","76264"
"07.04.2021 13:30 - 07.04.2021 13:45","65368","75461"
"07.04.2021 13:45 - 07.04.2021 14:00","64550","74926"
"07.04.2021 14:00 - 07.04.2021 14:15","64433","74718"
"07.04.2021 14:15 - 07.04.2021 14:30","64207","74878"
"07.04.2021 14:30 - 07.04.2021 14:45","63719","74437"
"07.04.2021 14:45 - 07.04.2021 15:00","63991","73330"
"07.04.2021 15:00 - 07.04.2021 15:15","63631","73468"
"07.04.2021 15:15 - 07.04.2021 15:30","63218","72882"
"07.04.2021 15:30 - 07.04.2021 15:45","62819","72612"
"07.04.2021 15:45 - 07.04.2021 16:00","62285","72074"
"07.04.2021 16:00 - 07.04.2021 16:15","62446","71505"
"07.04.2021 16:15 - 07.04.2021 16:30","62028","71021"
"07.04.2021 16:30 - 07.04.2021 16:45","61438","70676"
"07.04.2021 16:45 - 07.04.2021 17:00","61357","70311"
"07.04.2021 17:00 - 07.04.2021 17:15","61474","70318"
"07.04.2021 17:15 - 07.04.2021 17:30","61599","70147"
"07.04.2021 17:30 - 07.04.2021 17:45","61584","69871"
"07.04.2021 17:45 - 07.04.2021 18:00","61608","70143"
"07.04.2021 18:00 - 07.04.2021 18:15","61726","70376"
"07.04.2021 18:15 - 07.04.2021 18:30","61679","70279"
"07.04.2021 18:30 - 07.04.2021 18:45","61889","69926"
"07.04.2021 18:45 - 07.04.2021 19:00","62149","69852"
"07.04.2021 19:00 - 07.04.2021 19:15","62617","69839"
"07.04.2021 19:15 - 07.04.2021 19:30","62329","69743"
"07.04.2021 19:30 - 07.04.2021 19:45","62161","69667"
"07.04.2021 19:45 - 07.04.2021 20:00","61995","69303"
"07.04.2021 20:00 - 07.04.2021 20:15","61691","69004"
"07.04.2021 20:15 - 07.04.2021 20:30","60962","68486"
"07.04.2021 20:30 - 07.04.2021 20:45","60430","68258"
"07.04.2021 20:45 - 07.04.2021 21:00","60032","67671"
"07.04.2021 21:00 - 07.04.2021 21:15","59182","66567"
"07.04.2021 21:15 - 07.04.2021 21:30","58513","65787"
"07.04.2021 21:30 - 07.04.2021 21:45","57505","65113"
"07.04.2021 21:45 - 07.04.2021 22:00","56988","64496"
"07.04.2021 22:00 - 07.04.2021 22:15","56604","64102"
"07.04.2021 22:15 - 07.04.2021 22:30","55976","63259"
"07.04.2021 22:30 - 07.04.2021 22:45","55081","62359"
"07.04.2021 22:45 - 07.04.2021 23:00","53909","61407"
"07.04.2021 23:00 - 07.04.2021 23:15","52921","60500"
"07.04.2021 23:15 - 07.04.2021 23:30","51958","59752"
"07.04.2021 23:30 - 07.04.2021 23:45","51170","59179"
"07.04.2021 23:45 - 08.04.2021 00:00","50744","58280"
"08.04.2021 00:00 - 08.04.2021 00:15","51268","57136"
"08.04.2021 00:15 - 08.04.2021 00:30","50655","56641"
"08.04.2021 00:30 - 08.04.2021 00:45","50336","56442"
"08.04.2021 00:45 - 08.04.2021 01:00","49738","55716"
"08.04.2021 01:00 - 08.04.2021 01:15","48918","55039"
"08.04.2021 01:15 - 08.04.2021 01:30","48069","54524"
"08.04.2021 01:30 - 08.04.2021 01:45","48049","54277"
"08.04.2021 01:45 - 08.04.2021 02:00","47777","53748"
"08.04.2021 02:00 - 08.04.2021 02:15","47577","53508"
"08.04.2021 02:15 - 08.04.2021 02:30","47523","53396"
"08.04.2021 02:30 - 08.04.2021 02:45","47517","53215"
"08.04.2021 02:45 - 08.04.2021 03:00","47578","53069"
"08.04.2021 03:00 - 08.04.2021 03:15","47733","53047"
"08.04.2021 03:15 - 08.04.2021 03:30","48003","53022"
"08.04.2021 03:30 - 08.04.2021 03:45","47936","52942"
"08.04.2021 03:45 - 08.04.2021 04:00","48508","53278"
"08.04.2021 04:00 - 08.04.2021 04:15","48871","53631"
"08.04.2021 04:15 - 08.04.2021 04:30","49402","53971"
"08.04.2021 04:30 - 08.04.2021 04:45","49629","54669"
"08.04.2021 04:45 - 08.04.2021 05:00","50135","55228"
"08.04.2021 05:00 - 08.04.2021 05:15","51434","56491"
"08.04.2021 05:15 - 08.04.2021 05:30","52139","57010"
"08.04.2021 05:30 - 08.04.2021 05:45","52867","57731"
"08.04.2021 05:45 - 08.04.2021 06:00","54288","58788"
"08.04.2021 06:00 - 08.04.2021 06:15","56443","61060"
"08.04.2021 06:15 - 08.04.2021 06:30","58080","62455"
"08.04.2021 06:30 - 08.04.2021 06:45","59285","63882"
"08.04.2021 06:45 - 08.04.2021 07:00","60110","64555"
"08.04.2021 07:00 - 08.04.2021 07:15","61741","65857"
"08.04.2021 07:15 - 08.04.2021 07:30","61194","66701"
"08.04.2021 07:30 - 08.04.2021 07:45","61954","67606"
"08.04.2021 07:45 - 08.04.2021 08:00","62218","68206"
"08.04.2021 08:00 - 08.04.2021 08:15","63043","69475"
"08.04.2021 08:15 - 08.04.2021 08:30","63289","70082"
"08.04.2021 08:30 - 08.04.2021 08:45","63371","70325"
"08.04.2021 08:45 - 08.04.2021 09:00","63967","70690"
"08.04.2021 09:00 - 08.04.2021 09:15","64107","70681"
"08.04.2021 09:15 - 08.04.2021 09:30","64714","71058"
"08.04.2021 09:30 - 08.04.2021 09:45","65090","71216"
"08.04.2021 09:45 - 08.04.2021 10:00","65348","71816"
"08.04.2021 10:00 - 08.04.2021 10:15","65747","71866"
"08.04.2021 10:15 - 08.04.2021 10:30","65832","71822"
"08.04.2021 10:30 - 08.04.2021 10:45","66475","72140"
"08.04.2021 10:45 - 08.04.2021 11:00","67078","72430"
"08.04.2021 11:00 - 08.04.2021 11:15","67158","72982"
"08.04.2021 11:15 - 08.04.2021 11:30","67652","73775"
"08.04.2021 11:30 - 08.04.2021 11:45","68099","74070"
"08.04.2021 11:45 - 08.04.2021 12:00","68228","74006"
"08.04.2021 12:00 - 08.04.2021 12:15","67454","73652"
"08.04.2021 12:15 - 08.04.2021 12:30","67870","72949"
"08.04.2021 12:30 - 08.04.2021 12:45","67450","72771"
"08.04.2021 12:45 - 08.04.2021 13:00","67506","72164"
"08.04.2021 13:00 - 08.04.2021 13:15","66637","71560"
"08.04.2021 13:15 - 08.04.2021 13:30","66181","71092"
"08.04.2021 13:30 - 08.04.2021 13:45","65393","70589"
"08.04.2021 13:45 - 08.04.2021 14:00","65053","70196"
"08.04.2021 14:00 - 08.04.2021 14:15","64902","69914"
"08.04.2021 14:15 - 08.04.2021 14:30","65000","69428"
"08.04.2021 14:30 - 08.04.2021 14:45","64318","69113"
"08.04.2021 14:45 - 08.04.2021 15:00","64739","68657"
"08.04.2021 15:00 - 08.04.2021 15:15","64356","68585"
"08.04.2021 15:15 - 08.04.2021 15:30","64275","68337"
"08.04.2021 15:30 - 08.04.2021 15:45","63689","67788"
"08.04.2021 15:45 - 08.04.2021 16:00","63415","67150"
"08.04.2021 16:00 - 08.04.2021 16:15","63428","66639"
"08.04.2021 16:15 - 08.04.2021 16:30","62959","66480"
"08.04.2021 16:30 - 08.04.2021 16:45","62598","66295"
"08.04.2021 16:45 - 08.04.2021 17:00","62642","65894"
"08.04.2021 17:00 - 08.04.2021 17:15","62931","66404"
"08.04.2021 17:15 - 08.04.2021 17:30","63021","66337"
"08.04.2021 17:30 - 08.04.2021 17:45","63096","66221"
"08.04.2021 17:45 - 08.04.2021 18:00","63201","66563"
"08.04.2021 18:00 - 08.04.2021 18:15","63338","66853"
"08.04.2021 18:15 - 08.04.2021 18:30","62992","65975"
"08.04.2021 18:30 - 08.04.2021 18:45","63151","66006"
"08.04.2021 18:45 - 08.04.2021 19:00","63210","66080"
"08.04.2021 19:00 - 08.04.2021 19:15","63633","66052"
"08.04.2021 19:15 - 08.04.2021 19:30","63277","65793"
"08.04.2021 19:30 - 08.04.2021 19:45","63160","65867"
"08.04.2021 19:45 - 08.04.2021 20:00","62750","66014"
"08.04.2021 20:00 - 08.04.2021 20:15","62480","65753"
"08.04.2021 20:15 - 08.04.2021 20:30","61770","65873"
"08.04.2021 20:30 - 08.04.2021 20:45","61303","65818"
"08.04.2021 20:45 - 08.04.2021 21:00","60726","65186"
"08.04.2021 21:00 - 08.04.2021 21:15","59828","64597"
"08.04.2021 21:15 - 08.04.2021 21:30","59195","63721"
"08.04.2021 21:30 - 08.04.2021 21:45","58048","63004"
"08.04.2021 21:45 - 08.04.2021 22:00","57675","62425"
"08.04.2021 22:00 - 08.04.2021 22:15","57407","62177"
"08.04.2021 22:15 - 08.04.2021 22:30","56668","61596"
"08.04.2021 22:30 - 08.04.2021 22:45","56222","61075"
"08.04.2021 22:45 - 08.04.2021 23:00","54874","59992"
"08.04.2021 23:00 - 08.04.2021 23:15","54298","59048"
"08.04.2021 23:15 - 08.04.2021 23:30","53296","58339"
"08.04.2021 23:30 - 08.04.2021 23:45","52342","57704"
"08.04.2021 23:45 - 09.04.2021 00:00","51957","56908"
"09.04.2021 00:00 - 09.04.2021 00:15","52733","55941"
"09.04.2021 00:15 - 09.04.2021 00:30","51532","55329"
"09.04.2021 00:30 - 09.04.2021 00:45","51655","55048"
"09.04.2021 00:45 - 09.04.2021 01:00","51165","54557"
"09.04.2021 01:00 - 09.04.2021 01:15","50094","54018"
"09.04.2021 01:15 - 09.04.2021 01:30","49122","53633"
"09.04.2021 01:30 - 09.04.2021 01:45","49464","53487"
"09.04.2021 01:45 - 09.04.2021 02:00","49193","53204"
"09.04.2021 02:00 - 09.04.2021 02:15","49050","52755"
"09.04.2021 02:15 - 09.04.2021 02:30","48576","52689"
"09.04.2021 02:30 - 09.04.2021 02:45","48457","52765"
"09.04.2021 02:45 - 09.04.2021 03:00","49021","52662"
"09.04.2021 03:00 - 09.04.2021 03:15","48769","52899"
"09.04.2021 03:15 - 09.04.2021 03:30","49352","53174"
"09.04.2021 03:30 - 09.04.2021 03:45","48998","53445"
"09.04.2021 03:45 - 09.04.2021 04:00","49737","53637"
"09.04.2021 04:00 - 09.04.2021 04:15","49912","54359"
"09.04.2021 04:15 - 09.04.2021 04:30","50758","54850"
"09.04.2021 04:30 - 09.04.2021 04:45","50963","55298"
"09.04.2021 04:45 - 09.04.2021 05:00","51186","55823"
"09.04.2021 05:00 - 09.04.2021 05:15","52712","56917"
"09.04.2021 05:15 - 09.04.2021 05:30","53189","57383"
"09.04.2021 05:30 - 09.04.2021 05:45","53616","58053"
"09.04.2021 05:45 - 09.04.2021 06:00","55163","59425"
"09.04.2021 06:00 - 09.04.2021 06:15","57088","61536"
"09.04.2021 06:15 - 09.04.2021 06:30","58658","63106"
"09.04.2021 06:30 - 09.04.2021 06:45","59578","63995"
"09.04.2021 06:45 - 09.04.2021 07:00","59826","64700"
"09.04.2021 07:00 - 09.04.2021 07:15","61976","65983"
"09.04.2021 07:15 - 09.04.2021 07:30","61998","67030"
"09.04.2021 07:30 - 09.04.2021 07:45","62822","67833"
"09.04.2021 07:45 - 09.04.2021 08:00","63420","68731"
"09.04.2021 08:00 - 09.04.2021 08:15","64435","69565"
"09.04.2021 08:15 - 09.04.2021 08:30","64731","70067"
"09.04.2021 08:30 - 09.04.2021 08:45","64967","70284"
"09.04.2021 08:45 - 09.04.2021 09:00","65770","70735"
"09.04.2021 09:00 - 09.04.2021 09:15","65463","70135"
"09.04.2021 09:15 - 09.04.2021 09:30","66064","70660"
"09.04.2021 09:30 - 09.04.2021 09:45","66353","70884"
"09.04.2021 09:45 - 09.04.2021 10:00","66912","71085"
"09.04.2021 10:00 - 09.04.2021 10:15","67257","70984"
"09.04.2021 10:15 - 09.04.2021 10:30","67663","70970"
"09.04.2021 10:30 - 09.04.2021 10:45","67896","71066"
"09.04.2021 10:45 - 09.04.2021 11:00","68023","71280"
"09.04.2021 11:00 - 09.04.2021 11:15","68284","72188"
"09.04.2021 11:15 - 09.04.2021 11:30","68461","72844"
"09.04.2021 11:30 - 09.04.2021 11:45","69276","72783"
"09.04.2021 11:45 - 09.04.2021 12:00","69472","72704"
"09.04.2021 12:00 - 09.04.2021 12:15","68143","72341"
"09.04.2021 12:15 - 09.04.2021 12:30","68234","72026"
"09.04.2021 12:30 - 09.04.2021 12:45","67704","71640"
"09.04.2021 12:45 - 09.04.2021 13:00","67719","71366"
"09.04.2021 13:00 - 09.04.2021 13:15","66817","70728"
"09.04.2021 13:15 - 09.04.2021 13:30","66570","70347"
"09.04.2021 13:30 - 09.04.2021 13:45","65036","69923"
"09.04.2021 13:45 - 09.04.2021 14:00","64976","69103"
"09.04.2021 14:00 - 09.04.2021 14:15","65152","68821"
"09.04.2021 14:15 - 09.04.2021 14:30","64681","68126"
"09.04.2021 14:30 - 09.04.2021 14:45","63502","67139"
"09.04.2021 14:45 - 09.04.2021 15:00","64285","66679"
"09.04.2021 15:00 - 09.04.2021 15:15","63966","66492"
"09.04.2021 15:15 - 09.04.2021 15:30","64149","65887"
"09.04.2021 15:30 - 09.04.2021 15:45","63207","65125"
"09.04.2021 15:45 - 09.04.2021 16:00","63146","64968"
"09.04.2021 16:00 - 09.04.2021 16:15","62651","64938"
"09.04.2021 16:15 - 09.04.2021 16:30","62497","64661"
"09.04.2021 16:30 - 09.04.2021 16:45","62263","64388"
"09.04.2021 16:45 - 09.04.2021 17:00","62409","64312"
"09.04.2021 17:00 - 09.04.2021 17:15","62664","64236"
"09.04.2021 17:15 - 09.04.2021 17:30","63031","63949"
"09.04.2021 17:30 - 09.04.2021 17:45","63065","64000"
"09.04.2021 17:45 - 09.04.2021 18:00","62628","63873"
"09.04.2021 18:00 - 09.04.2021 18:15","62970","63801"
"09.04.2021 18:15 - 09.04.2021 18:30","62770","63314"
"09.04.2021 18:30 - 09.04.2021 18:45","63139","63734"
"09.04.2021 18:45 - 09.04.2021 19:00","62326","63730"
"09.04.2021 19:00 - 09.04.2021 19:15","63612","63798"
"09.04.2021 19:15 - 09.04.2021 19:30","62685","63210"
"09.04.2021 19:30 - 09.04.2021 19:45","62630","63369"
"09.04.2021 19:45 - 09.04.2021 20:00","61807","63000"
"09.04.2021 20:00 - 09.04.2021 20:15","61773","63061"
"09.04.2021 20:15 - 09.04.2021 20:30","60839","62906"
"09.04.2021 20:30 - 09.04.2021 20:45","61290","62762"
"09.04.2021 20:45 - 09.04.2021 21:00","60452","61567"
"09.04.2021 21:00 - 09.04.2021 21:15","59334","60940"
"09.04.2021 21:15 - 09.04.2021 21:30","58339","59922"
"09.04.2021 21:30 - 09.04.2021 21:45","56680","59090"
"09.04.2021 21:45 - 09.04.2021 22:00","56789","57969"
"09.04.2021 22:00 - 09.04.2021 22:15","56391","57536"
"09.04.2021 22:15 - 09.04.2021 22:30","55489","56990"
"09.04.2021 22:30 - 09.04.2021 22:45","55882","55877"
"09.04.2021 22:45 - 09.04.2021 23:00","54248","55381"
