"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.06.2021 10:00 - 22.06.2021 10:15","66825","68284"
"22.06.2021 10:15 - 22.06.2021 10:30","67197","68551"
"22.06.2021 10:30 - 22.06.2021 10:45","67828","68755"
"22.06.2021 10:45 - 22.06.2021 11:00","68579","68903"
"22.06.2021 11:00 - 22.06.2021 11:15","68914","69252"
"22.06.2021 11:15 - 22.06.2021 11:30","69247","69827"
"22.06.2021 11:30 - 22.06.2021 11:45","69479","70011"
"22.06.2021 11:45 - 22.06.2021 12:00","69843","70086"
"22.06.2021 12:00 - 22.06.2021 12:15","69623","69777"
"22.06.2021 12:15 - 22.06.2021 12:30","69571","69210"
"22.06.2021 12:30 - 22.06.2021 12:45","69696","69209"
"22.06.2021 12:45 - 22.06.2021 13:00","69547","69345"
"22.06.2021 13:00 - 22.06.2021 13:15","69412","68924"
"22.06.2021 13:15 - 22.06.2021 13:30","68878","68757"
"22.06.2021 13:30 - 22.06.2021 13:45","68133","68332"
"22.06.2021 13:45 - 22.06.2021 14:00","67720","67928"
"22.06.2021 14:00 - 22.06.2021 14:15","67558","67449"
"22.06.2021 14:15 - 22.06.2021 14:30","67451","67243"
"22.06.2021 14:30 - 22.06.2021 14:45","67121","66947"
"22.06.2021 14:45 - 22.06.2021 15:00","66987","66298"
"22.06.2021 15:00 - 22.06.2021 15:15","66632","66318"
"22.06.2021 15:15 - 22.06.2021 15:30","66253","65873"
"22.06.2021 15:30 - 22.06.2021 15:45","65447","65218"
"22.06.2021 15:45 - 22.06.2021 16:00","64736","64986"
"22.06.2021 16:00 - 22.06.2021 16:15","64536","64895"
"22.06.2021 16:15 - 22.06.2021 16:30","63994","64751"
"22.06.2021 16:30 - 22.06.2021 16:45","63589","64513"
"22.06.2021 16:45 - 22.06.2021 17:00","63335","64296"
"22.06.2021 17:00 - 22.06.2021 17:15","63831","64850"
"22.06.2021 17:15 - 22.06.2021 17:30","63698","64588"
"22.06.2021 17:30 - 22.06.2021 17:45","63699","64310"
"22.06.2021 17:45 - 22.06.2021 18:00","63466","64180"
"22.06.2021 18:00 - 22.06.2021 18:15","63652","63914"
"22.06.2021 18:15 - 22.06.2021 18:30","63291","63770"
"22.06.2021 18:30 - 22.06.2021 18:45","62804","63674"
"22.06.2021 18:45 - 22.06.2021 19:00","62690","63662"
"22.06.2021 19:00 - 22.06.2021 19:15","62695","63505"
"22.06.2021 19:15 - 22.06.2021 19:30","61764","62946"
"22.06.2021 19:30 - 22.06.2021 19:45","61539","62667"
"22.06.2021 19:45 - 22.06.2021 20:00","61235","62151"
"22.06.2021 20:00 - 22.06.2021 20:15","60576","61510"
"22.06.2021 20:15 - 22.06.2021 20:30","59798","60828"
"22.06.2021 20:30 - 22.06.2021 20:45","59362","60305"
"22.06.2021 20:45 - 22.06.2021 21:00","58490","59716"
"22.06.2021 21:00 - 22.06.2021 21:15","57527","58949"
"22.06.2021 21:15 - 22.06.2021 21:30","57155","58426"
"22.06.2021 21:30 - 22.06.2021 21:45","56610","57772"
"22.06.2021 21:45 - 22.06.2021 22:00","55948","57495"
"22.06.2021 22:00 - 22.06.2021 22:15","55663","56856"
"22.06.2021 22:15 - 22.06.2021 22:30","55214","56196"
"22.06.2021 22:30 - 22.06.2021 22:45","54290","55072"
"22.06.2021 22:45 - 22.06.2021 23:00","53233","54169"
"22.06.2021 23:00 - 22.06.2021 23:15","51560","52969"
"22.06.2021 23:15 - 22.06.2021 23:30","50868","52347"
"22.06.2021 23:30 - 22.06.2021 23:45","50399","51543"
"22.06.2021 23:45 - 23.06.2021 00:00","49828","50847"
"23.06.2021 00:00 - 23.06.2021 00:15","49388","49817"
"23.06.2021 00:15 - 23.06.2021 00:30","49003","48920"
"23.06.2021 00:30 - 23.06.2021 00:45","48540","48650"
"23.06.2021 00:45 - 23.06.2021 01:00","48242","48248"
"23.06.2021 01:00 - 23.06.2021 01:15","47464","47537"
"23.06.2021 01:15 - 23.06.2021 01:30","47052","46960"
"23.06.2021 01:30 - 23.06.2021 01:45","46823","46560"
"23.06.2021 01:45 - 23.06.2021 02:00","46580","46426"
"23.06.2021 02:00 - 23.06.2021 02:15","46059","46102"
"23.06.2021 02:15 - 23.06.2021 02:30","45955","45914"
"23.06.2021 02:30 - 23.06.2021 02:45","45774","46002"
"23.06.2021 02:45 - 23.06.2021 03:00","45859","45859"
"23.06.2021 03:00 - 23.06.2021 03:15","45661","45774"
"23.06.2021 03:15 - 23.06.2021 03:30","45745","46020"
"23.06.2021 03:30 - 23.06.2021 03:45","45735","46118"
"23.06.2021 03:45 - 23.06.2021 04:00","45792","45964"
"23.06.2021 04:00 - 23.06.2021 04:15","46243","46565"
"23.06.2021 04:15 - 23.06.2021 04:30","46510","46726"
"23.06.2021 04:30 - 23.06.2021 04:45","46823","47035"
"23.06.2021 04:45 - 23.06.2021 05:00","47159","47284"
"23.06.2021 05:00 - 23.06.2021 05:15","48183","48404"
"23.06.2021 05:15 - 23.06.2021 05:30","47428","48874"
"23.06.2021 05:30 - 23.06.2021 05:45","48165","50007"
"23.06.2021 05:45 - 23.06.2021 06:00","49229","51028"
"23.06.2021 06:00 - 23.06.2021 06:15","51917","54117"
"23.06.2021 06:15 - 23.06.2021 06:30","53755","55567"
"23.06.2021 06:30 - 23.06.2021 06:45","55334","56913"
"23.06.2021 06:45 - 23.06.2021 07:00","57043","58147"
"23.06.2021 07:00 - 23.06.2021 07:15","58658","59551"
"23.06.2021 07:15 - 23.06.2021 07:30","60152","60772"
"23.06.2021 07:30 - 23.06.2021 07:45","61444","61742"
"23.06.2021 07:45 - 23.06.2021 08:00","62435","62476"
"23.06.2021 08:00 - 23.06.2021 08:15","63537","63808"
"23.06.2021 08:15 - 23.06.2021 08:30","64243","64391"
"23.06.2021 08:30 - 23.06.2021 08:45","64790","64834"
"23.06.2021 08:45 - 23.06.2021 09:00","65251","64985"
"23.06.2021 09:00 - 23.06.2021 09:15","65102","64976"
"23.06.2021 09:15 - 23.06.2021 09:30","66101","65404"
"23.06.2021 09:30 - 23.06.2021 09:45","66414","65912"
"23.06.2021 09:45 - 23.06.2021 10:00","66981","66318"
"23.06.2021 10:00 - 23.06.2021 10:15","67085","66754"
"23.06.2021 10:15 - 23.06.2021 10:30","67717","66843"
"23.06.2021 10:30 - 23.06.2021 10:45","68133","67048"
"23.06.2021 10:45 - 23.06.2021 11:00","68857","67439"
"23.06.2021 11:00 - 23.06.2021 11:15","69206","67602"
"23.06.2021 11:15 - 23.06.2021 11:30","69520","68053"
"23.06.2021 11:30 - 23.06.2021 11:45","69745","68210"
"23.06.2021 11:45 - 23.06.2021 12:00","70021","68355"
"23.06.2021 12:00 - 23.06.2021 12:15","69807","67686"
"23.06.2021 12:15 - 23.06.2021 12:30","69619","67124"
"23.06.2021 12:30 - 23.06.2021 12:45","69633","66936"
"23.06.2021 12:45 - 23.06.2021 13:00","69557","67007"
"23.06.2021 13:00 - 23.06.2021 13:15","69742","66496"
"23.06.2021 13:15 - 23.06.2021 13:30","69363","66445"
"23.06.2021 13:30 - 23.06.2021 13:45","68661","66239"
"23.06.2021 13:45 - 23.06.2021 14:00","68095","65573"
"23.06.2021 14:00 - 23.06.2021 14:15","67841","65257"
"23.06.2021 14:15 - 23.06.2021 14:30","67753","65268"
"23.06.2021 14:30 - 23.06.2021 14:45","67421","64578"
"23.06.2021 14:45 - 23.06.2021 15:00","67049","64230"
"23.06.2021 15:00 - 23.06.2021 15:15","66976","64295"
"23.06.2021 15:15 - 23.06.2021 15:30","66635","63889"
"23.06.2021 15:30 - 23.06.2021 15:45","66243","63147"
"23.06.2021 15:45 - 23.06.2021 16:00","65618","62519"
"23.06.2021 16:00 - 23.06.2021 16:15","65343","62519"
"23.06.2021 16:15 - 23.06.2021 16:30","64977","62186"
"23.06.2021 16:30 - 23.06.2021 16:45","64724","61958"
"23.06.2021 16:45 - 23.06.2021 17:00","64495","61505"
"23.06.2021 17:00 - 23.06.2021 17:15","64155","61645"
"23.06.2021 17:15 - 23.06.2021 17:30","63955","61988"
"23.06.2021 17:30 - 23.06.2021 17:45","63832","61907"
"23.06.2021 17:45 - 23.06.2021 18:00","63601","61676"
"23.06.2021 18:00 - 23.06.2021 18:15","63411","61567"
"23.06.2021 18:15 - 23.06.2021 18:30","63244","61600"
"23.06.2021 18:30 - 23.06.2021 18:45","62982","61691"
"23.06.2021 18:45 - 23.06.2021 19:00","62579","61692"
"23.06.2021 19:00 - 23.06.2021 19:15","62983","61385"
"23.06.2021 19:15 - 23.06.2021 19:30","62152","60752"
"23.06.2021 19:30 - 23.06.2021 19:45","61779","60119"
"23.06.2021 19:45 - 23.06.2021 20:00","61400","59834"
"23.06.2021 20:00 - 23.06.2021 20:15","60950","59069"
"23.06.2021 20:15 - 23.06.2021 20:30","60556","58172"
"23.06.2021 20:30 - 23.06.2021 20:45","59941","57854"
"23.06.2021 20:45 - 23.06.2021 21:00","59401","57523"
"23.06.2021 21:00 - 23.06.2021 21:15","58786","56610"
"23.06.2021 21:15 - 23.06.2021 21:30","58213","55584"
"23.06.2021 21:30 - 23.06.2021 21:45","57905","54788"
"23.06.2021 21:45 - 23.06.2021 22:00","57528","55006"
"23.06.2021 22:00 - 23.06.2021 22:15","57141","55010"
"23.06.2021 22:15 - 23.06.2021 22:30","56694","54038"
"23.06.2021 22:30 - 23.06.2021 22:45","55745","53445"
"23.06.2021 22:45 - 23.06.2021 23:00","54714","52929"
"23.06.2021 23:00 - 23.06.2021 23:15","53082","52264"
"23.06.2021 23:15 - 23.06.2021 23:30","52236","51536"
"23.06.2021 23:30 - 23.06.2021 23:45","51148","50598"
"23.06.2021 23:45 - 24.06.2021 00:00","50318","49808"
"24.06.2021 00:00 - 24.06.2021 00:15","48944","48622"
"24.06.2021 00:15 - 24.06.2021 00:30","48337","47896"
"24.06.2021 00:30 - 24.06.2021 00:45","47903","47674"
"24.06.2021 00:45 - 24.06.2021 01:00","47582","47100"
"24.06.2021 01:00 - 24.06.2021 01:15","47020","46994"
"24.06.2021 01:15 - 24.06.2021 01:30","46564","46572"
"24.06.2021 01:30 - 24.06.2021 01:45","46162","46199"
"24.06.2021 01:45 - 24.06.2021 02:00","46106","45955"
"24.06.2021 02:00 - 24.06.2021 02:15","45570","45472"
"24.06.2021 02:15 - 24.06.2021 02:30","45557","44994"
"24.06.2021 02:30 - 24.06.2021 02:45","45385","44993"
"24.06.2021 02:45 - 24.06.2021 03:00","45519","44727"
"24.06.2021 03:00 - 24.06.2021 03:15","45345","44783"
"24.06.2021 03:15 - 24.06.2021 03:30","45282","44811"
"24.06.2021 03:30 - 24.06.2021 03:45","45273","44984"
"24.06.2021 03:45 - 24.06.2021 04:00","45554","44930"
"24.06.2021 04:00 - 24.06.2021 04:15","45827","45544"
"24.06.2021 04:15 - 24.06.2021 04:30","46089","45737"
"24.06.2021 04:30 - 24.06.2021 04:45","46420","46311"
"24.06.2021 04:45 - 24.06.2021 05:00","46868","46620"
"24.06.2021 05:00 - 24.06.2021 05:15","47840","47480"
"24.06.2021 05:15 - 24.06.2021 05:30","47482","48095"
"24.06.2021 05:30 - 24.06.2021 05:45","47973","48755"
"24.06.2021 05:45 - 24.06.2021 06:00","49260","49852"
"24.06.2021 06:00 - 24.06.2021 06:15","51658","52866"
"24.06.2021 06:15 - 24.06.2021 06:30","53429","54683"
"24.06.2021 06:30 - 24.06.2021 06:45","55003","55885"
"24.06.2021 06:45 - 24.06.2021 07:00","56470","57309"
"24.06.2021 07:00 - 24.06.2021 07:15","58080","59124"
"24.06.2021 07:15 - 24.06.2021 07:30","59828","60156"
"24.06.2021 07:30 - 24.06.2021 07:45","60904","60970"
"24.06.2021 07:45 - 24.06.2021 08:00","61932","61850"
"24.06.2021 08:00 - 24.06.2021 08:15","63021","62703"
"24.06.2021 08:15 - 24.06.2021 08:30","63727","63521"
"24.06.2021 08:30 - 24.06.2021 08:45","64245","63938"
"24.06.2021 08:45 - 24.06.2021 09:00","64585","64139"
"24.06.2021 09:00 - 24.06.2021 09:15","64378","64273"
"24.06.2021 09:15 - 24.06.2021 09:30","65221","64540"
"24.06.2021 09:30 - 24.06.2021 09:45","65624","64983"
"24.06.2021 09:45 - 24.06.2021 10:00","66350","65542"
"24.06.2021 10:00 - 24.06.2021 10:15","66165","65431"
"24.06.2021 10:15 - 24.06.2021 10:30","66356","65899"
"24.06.2021 10:30 - 24.06.2021 10:45","66814","66085"
"24.06.2021 10:45 - 24.06.2021 11:00","67391","66821"
"24.06.2021 11:00 - 24.06.2021 11:15","67857","66746"
"24.06.2021 11:15 - 24.06.2021 11:30","67968","67249"
"24.06.2021 11:30 - 24.06.2021 11:45","68201","67775"
"24.06.2021 11:45 - 24.06.2021 12:00","68277","67788"
"24.06.2021 12:00 - 24.06.2021 12:15","68023","67235"
"24.06.2021 12:15 - 24.06.2021 12:30","67926","66838"
"24.06.2021 12:30 - 24.06.2021 12:45","67824","66656"
"24.06.2021 12:45 - 24.06.2021 13:00","67584","66468"
"24.06.2021 13:00 - 24.06.2021 13:15","67626","66363"
"24.06.2021 13:15 - 24.06.2021 13:30","67199","65905"
"24.06.2021 13:30 - 24.06.2021 13:45","66786","65625"
"24.06.2021 13:45 - 24.06.2021 14:00","66343","65574"
"24.06.2021 14:00 - 24.06.2021 14:15","65894","65367"
"24.06.2021 14:15 - 24.06.2021 14:30","65842","65066"
"24.06.2021 14:30 - 24.06.2021 14:45","65538","64700"
"24.06.2021 14:45 - 24.06.2021 15:00","65184","64539"
"24.06.2021 15:00 - 24.06.2021 15:15","65232","64417"
"24.06.2021 15:15 - 24.06.2021 15:30","64835","64040"
"24.06.2021 15:30 - 24.06.2021 15:45","64611","63853"
"24.06.2021 15:45 - 24.06.2021 16:00","64068","63426"
"24.06.2021 16:00 - 24.06.2021 16:15","64068","63064"
"24.06.2021 16:15 - 24.06.2021 16:30","63674","62891"
"24.06.2021 16:30 - 24.06.2021 16:45","63182","62803"
"24.06.2021 16:45 - 24.06.2021 17:00","62856","62731"
"24.06.2021 17:00 - 24.06.2021 17:15","63127","62794"
"24.06.2021 17:15 - 24.06.2021 17:30","62957","62587"
"24.06.2021 17:30 - 24.06.2021 17:45","63023","62974"
"24.06.2021 17:45 - 24.06.2021 18:00","62732","62829"
"24.06.2021 18:00 - 24.06.2021 18:15","62716","62495"
"24.06.2021 18:15 - 24.06.2021 18:30","62294","62426"
"24.06.2021 18:30 - 24.06.2021 18:45","62056","62216"
"24.06.2021 18:45 - 24.06.2021 19:00","62143","62352"
"24.06.2021 19:00 - 24.06.2021 19:15","61902","62119"
"24.06.2021 19:15 - 24.06.2021 19:30","61197","61541"
"24.06.2021 19:30 - 24.06.2021 19:45","61043","61139"
"24.06.2021 19:45 - 24.06.2021 20:00","60585","60741"
"24.06.2021 20:00 - 24.06.2021 20:15","60074","59873"
"24.06.2021 20:15 - 24.06.2021 20:30","59382","59051"
"24.06.2021 20:30 - 24.06.2021 20:45","58984","58415"
"24.06.2021 20:45 - 24.06.2021 21:00","58397","57701"
"24.06.2021 21:00 - 24.06.2021 21:15","57673","56930"
"24.06.2021 21:15 - 24.06.2021 21:30","56831","56185"
"24.06.2021 21:30 - 24.06.2021 21:45","56577","55592"
"24.06.2021 21:45 - 24.06.2021 22:00","56050","55501"
"24.06.2021 22:00 - 24.06.2021 22:15","55207","54974"
"24.06.2021 22:15 - 24.06.2021 22:30","54953","54577"
"24.06.2021 22:30 - 24.06.2021 22:45","54014","53486"
"24.06.2021 22:45 - 24.06.2021 23:00","53339","52637"
"24.06.2021 23:00 - 24.06.2021 23:15","52115","51779"
"24.06.2021 23:15 - 24.06.2021 23:30","51296","50765"
"24.06.2021 23:30 - 24.06.2021 23:45","50514","49741"
"24.06.2021 23:45 - 25.06.2021 00:00","49888","49466"
"25.06.2021 00:00 - 25.06.2021 00:15","48130","48342"
"25.06.2021 00:15 - 25.06.2021 00:30","47663","47633"
"25.06.2021 00:30 - 25.06.2021 00:45","47151","47244"
"25.06.2021 00:45 - 25.06.2021 01:00","46504","47026"
"25.06.2021 01:00 - 25.06.2021 01:15","45964","46553"
"25.06.2021 01:15 - 25.06.2021 01:30","45973","46087"
"25.06.2021 01:30 - 25.06.2021 01:45","45609","45918"
"25.06.2021 01:45 - 25.06.2021 02:00","45308","45642"
"25.06.2021 02:00 - 25.06.2021 02:15","44855","45182"
"25.06.2021 02:15 - 25.06.2021 02:30","44771","44828"
"25.06.2021 02:30 - 25.06.2021 02:45","44627","45063"
"25.06.2021 02:45 - 25.06.2021 03:00","44742","45058"
"25.06.2021 03:00 - 25.06.2021 03:15","44546","45175"
"25.06.2021 03:15 - 25.06.2021 03:30","44680","45309"
"25.06.2021 03:30 - 25.06.2021 03:45","44725","45379"
"25.06.2021 03:45 - 25.06.2021 04:00","44760","45531"
"25.06.2021 04:00 - 25.06.2021 04:15","45262","46322"
"25.06.2021 04:15 - 25.06.2021 04:30","45595","46343"
"25.06.2021 04:30 - 25.06.2021 04:45","45860","46647"
"25.06.2021 04:45 - 25.06.2021 05:00","46269","46945"
"25.06.2021 05:00 - 25.06.2021 05:15","46924","47780"
"25.06.2021 05:15 - 25.06.2021 05:30","46609","48236"
"25.06.2021 05:30 - 25.06.2021 05:45","47732","48869"
"25.06.2021 05:45 - 25.06.2021 06:00","48736","50183"
"25.06.2021 06:00 - 25.06.2021 06:15","51221","53141"
"25.06.2021 06:15 - 25.06.2021 06:30","53442","54915"
"25.06.2021 06:30 - 25.06.2021 06:45","54672","56337"
"25.06.2021 06:45 - 25.06.2021 07:00","56098","57429"
"25.06.2021 07:00 - 25.06.2021 07:15","57811","59440"
"25.06.2021 07:15 - 25.06.2021 07:30","59007","60890"
"25.06.2021 07:30 - 25.06.2021 07:45","60037","61797"
"25.06.2021 07:45 - 25.06.2021 08:00","60947","62715"
"25.06.2021 08:00 - 25.06.2021 08:15","61843","63255"
"25.06.2021 08:15 - 25.06.2021 08:30","62348","64048"
"25.06.2021 08:30 - 25.06.2021 08:45","62806","64468"
"25.06.2021 08:45 - 25.06.2021 09:00","63156","64608"
"25.06.2021 09:00 - 25.06.2021 09:15","63068","64477"
"25.06.2021 09:15 - 25.06.2021 09:30","63769","64951"
"25.06.2021 09:30 - 25.06.2021 09:45","64189","65499"
"25.06.2021 09:45 - 25.06.2021 10:00","64751","65801"
"25.06.2021 10:00 - 25.06.2021 10:15","64688","65814"
"25.06.2021 10:15 - 25.06.2021 10:30","65047","66001"
"25.06.2021 10:30 - 25.06.2021 10:45","65476","66468"
"25.06.2021 10:45 - 25.06.2021 11:00","65843","66697"
"25.06.2021 11:00 - 25.06.2021 11:15","66184","66995"
"25.06.2021 11:15 - 25.06.2021 11:30","66570","67439"
"25.06.2021 11:30 - 25.06.2021 11:45","66970","67328"
"25.06.2021 11:45 - 25.06.2021 12:00","67295","67266"
"25.06.2021 12:00 - 25.06.2021 12:15","67166","66766"
"25.06.2021 12:15 - 25.06.2021 12:30","67137","66691"
"25.06.2021 12:30 - 25.06.2021 12:45","67181","66512"
"25.06.2021 12:45 - 25.06.2021 13:00","66855","66356"
"25.06.2021 13:00 - 25.06.2021 13:15","66008","65989"
"25.06.2021 13:15 - 25.06.2021 13:30","65708","65408"
"25.06.2021 13:30 - 25.06.2021 13:45","65280","64718"
"25.06.2021 13:45 - 25.06.2021 14:00","64689","64067"
"25.06.2021 14:00 - 25.06.2021 14:15","64369","63465"
"25.06.2021 14:15 - 25.06.2021 14:30","64205","63450"
"25.06.2021 14:30 - 25.06.2021 14:45","64019","63132"
"25.06.2021 14:45 - 25.06.2021 15:00","63417","62725"
"25.06.2021 15:00 - 25.06.2021 15:15","63495","62454"
"25.06.2021 15:15 - 25.06.2021 15:30","63280","61969"
"25.06.2021 15:30 - 25.06.2021 15:45","62699","61347"
"25.06.2021 15:45 - 25.06.2021 16:00","61959","61104"
"25.06.2021 16:00 - 25.06.2021 16:15","62050","60801"
"25.06.2021 16:15 - 25.06.2021 16:30","61657","60799"
"25.06.2021 16:30 - 25.06.2021 16:45","61262","60747"
"25.06.2021 16:45 - 25.06.2021 17:00","61087","60523"
"25.06.2021 17:00 - 25.06.2021 17:15","61396","60633"
"25.06.2021 17:15 - 25.06.2021 17:30","61291","60607"
"25.06.2021 17:30 - 25.06.2021 17:45","61168","60642"
"25.06.2021 17:45 - 25.06.2021 18:00","60736","60751"
"25.06.2021 18:00 - 25.06.2021 18:15","60554","60424"
"25.06.2021 18:15 - 25.06.2021 18:30","59824","60279"
"25.06.2021 18:30 - 25.06.2021 18:45","59781","60113"
"25.06.2021 18:45 - 25.06.2021 19:00","59519","59846"
"25.06.2021 19:00 - 25.06.2021 19:15","59441","59621"
"25.06.2021 19:15 - 25.06.2021 19:30","58653","58924"
"25.06.2021 19:30 - 25.06.2021 19:45","58197","58661"
"25.06.2021 19:45 - 25.06.2021 20:00","57910","58069"
"25.06.2021 20:00 - 25.06.2021 20:15","57148","57367"
"25.06.2021 20:15 - 25.06.2021 20:30","56445","56612"
"25.06.2021 20:30 - 25.06.2021 20:45","56051","55846"
"25.06.2021 20:45 - 25.06.2021 21:00","55379","55201"
"25.06.2021 21:00 - 25.06.2021 21:15","54819","54413"
"25.06.2021 21:15 - 25.06.2021 21:30","54274","53868"
"25.06.2021 21:30 - 25.06.2021 21:45","53644","53521"
"25.06.2021 21:45 - 25.06.2021 22:00","53379","53150"
"25.06.2021 22:00 - 25.06.2021 22:15","53147","52822"
"25.06.2021 22:15 - 25.06.2021 22:30","52768","52462"
"25.06.2021 22:30 - 25.06.2021 22:45","51950","51687"
"25.06.2021 22:45 - 25.06.2021 23:00","51139","50930"
"25.06.2021 23:00 - 25.06.2021 23:15","50159","49375"
"25.06.2021 23:15 - 25.06.2021 23:30","49515","48631"
"25.06.2021 23:30 - 25.06.2021 23:45","48742","47900"
"25.06.2021 23:45 - 26.06.2021 00:00","48096","47349"
"26.06.2021 00:00 - 26.06.2021 00:15","47394","46315"
"26.06.2021 00:15 - 26.06.2021 00:30","46747","45959"
"26.06.2021 00:30 - 26.06.2021 00:45","46069","45466"
"26.06.2021 00:45 - 26.06.2021 01:00","45599","44802"
"26.06.2021 01:00 - 26.06.2021 01:15","44898","44076"
"26.06.2021 01:15 - 26.06.2021 01:30","44701","43822"
"26.06.2021 01:30 - 26.06.2021 01:45","44309","43529"
"26.06.2021 01:45 - 26.06.2021 02:00","43937","43035"
"26.06.2021 02:00 - 26.06.2021 02:15","43329","42511"
"26.06.2021 02:15 - 26.06.2021 02:30","43060","42155"
"26.06.2021 02:30 - 26.06.2021 02:45","42762","41926"
"26.06.2021 02:45 - 26.06.2021 03:00","42521","41972"
"26.06.2021 03:00 - 26.06.2021 03:15","42370","41599"
"26.06.2021 03:15 - 26.06.2021 03:30","42205","41554"
"26.06.2021 03:30 - 26.06.2021 03:45","42061","41594"
"26.06.2021 03:45 - 26.06.2021 04:00","42105","41764"
"26.06.2021 04:00 - 26.06.2021 04:15","42395","41450"
"26.06.2021 04:15 - 26.06.2021 04:30","42601","41351"
"26.06.2021 04:30 - 26.06.2021 04:45","42402","41148"
"26.06.2021 04:45 - 26.06.2021 05:00","42300","41125"
"26.06.2021 05:00 - 26.06.2021 05:15","42295","41261"
"26.06.2021 05:15 - 26.06.2021 05:30","40851","41087"
"26.06.2021 05:30 - 26.06.2021 05:45","40632","41093"
"26.06.2021 05:45 - 26.06.2021 06:00","40894","41623"
"26.06.2021 06:00 - 26.06.2021 06:15","41205","42707"
"26.06.2021 06:15 - 26.06.2021 06:30","42233","43247"
"26.06.2021 06:30 - 26.06.2021 06:45","43047","43646"
"26.06.2021 06:45 - 26.06.2021 07:00","44026","44394"
"26.06.2021 07:00 - 26.06.2021 07:15","44953","45491"
"26.06.2021 07:15 - 26.06.2021 07:30","45915","46394"
"26.06.2021 07:30 - 26.06.2021 07:45","46895","47193"
"26.06.2021 07:45 - 26.06.2021 08:00","47824","48279"
"26.06.2021 08:00 - 26.06.2021 08:15","48792","49290"
"26.06.2021 08:15 - 26.06.2021 08:30","49658","50312"
"26.06.2021 08:30 - 26.06.2021 08:45","50631","51204"
"26.06.2021 08:45 - 26.06.2021 09:00","51691","52208"
"26.06.2021 09:00 - 26.06.2021 09:15","52576","52601"
"26.06.2021 09:15 - 26.06.2021 09:30","53102","53212"
"26.06.2021 09:30 - 26.06.2021 09:45","53722","53696"
"26.06.2021 09:45 - 26.06.2021 10:00","54584","54183"
"26.06.2021 10:00 - 26.06.2021 10:15","54894","54543"
"26.06.2021 10:15 - 26.06.2021 10:30","55660","54626"
"26.06.2021 10:30 - 26.06.2021 10:45","56101","54922"
"26.06.2021 10:45 - 26.06.2021 11:00","56553","55217"
"26.06.2021 11:00 - 26.06.2021 11:15","57052","55454"
"26.06.2021 11:15 - 26.06.2021 11:30","57334","55764"
"26.06.2021 11:30 - 26.06.2021 11:45","57535","56155"
"26.06.2021 11:45 - 26.06.2021 12:00","57684","56133"
"26.06.2021 12:00 - 26.06.2021 12:15","57578","55871"
"26.06.2021 12:15 - 26.06.2021 12:30","57476","55946"
"26.06.2021 12:30 - 26.06.2021 12:45","57474","55702"
"26.06.2021 12:45 - 26.06.2021 13:00","56864","55273"
"26.06.2021 13:00 - 26.06.2021 13:15","56381","54660"
"26.06.2021 13:15 - 26.06.2021 13:30","55639","54506"
"26.06.2021 13:30 - 26.06.2021 13:45","55049","54181"
"26.06.2021 13:45 - 26.06.2021 14:00","54678","53651"
"26.06.2021 14:00 - 26.06.2021 14:15","54175","53283"
"26.06.2021 14:15 - 26.06.2021 14:30","53914","53117"
"26.06.2021 14:30 - 26.06.2021 14:45","53695","52840"
"26.06.2021 14:45 - 26.06.2021 15:00","53073","52503"
"26.06.2021 15:00 - 26.06.2021 15:15","52989","52312"
"26.06.2021 15:15 - 26.06.2021 15:30","52684","52270"
"26.06.2021 15:30 - 26.06.2021 15:45","52271","51806"
"26.06.2021 15:45 - 26.06.2021 16:00","51971","51176"
"26.06.2021 16:00 - 26.06.2021 16:15","52081","51495"
"26.06.2021 16:15 - 26.06.2021 16:30","51861","51494"
"26.06.2021 16:30 - 26.06.2021 16:45","51782","51220"
"26.06.2021 16:45 - 26.06.2021 17:00","51603","51016"
"26.06.2021 17:00 - 26.06.2021 17:15","52049","51555"
"26.06.2021 17:15 - 26.06.2021 17:30","52006","51930"
"26.06.2021 17:30 - 26.06.2021 17:45","51988","51403"
"26.06.2021 17:45 - 26.06.2021 18:00","51760","51721"
"26.06.2021 18:00 - 26.06.2021 18:15","51990","52074"
"26.06.2021 18:15 - 26.06.2021 18:30","51693","51903"
"26.06.2021 18:30 - 26.06.2021 18:45","51524","51409"
"26.06.2021 18:45 - 26.06.2021 19:00","51223","51508"
"26.06.2021 19:00 - 26.06.2021 19:15","51316","51387"
"26.06.2021 19:15 - 26.06.2021 19:30","50331","50957"
"26.06.2021 19:30 - 26.06.2021 19:45","50027","50387"
"26.06.2021 19:45 - 26.06.2021 20:00","49504","50117"
"26.06.2021 20:00 - 26.06.2021 20:15","49129","49911"
"26.06.2021 20:15 - 26.06.2021 20:30","48577","49348"
"26.06.2021 20:30 - 26.06.2021 20:45","48075","48560"
"26.06.2021 20:45 - 26.06.2021 21:00","47521","48269"
"26.06.2021 21:00 - 26.06.2021 21:15","47133","47795"
"26.06.2021 21:15 - 26.06.2021 21:30","46816","47228"
"26.06.2021 21:30 - 26.06.2021 21:45","46835","47102"
"26.06.2021 21:45 - 26.06.2021 22:00","47003","47477"
"26.06.2021 22:00 - 26.06.2021 22:15","46818","47644"
"26.06.2021 22:15 - 26.06.2021 22:30","46809","47174"
"26.06.2021 22:30 - 26.06.2021 22:45","46199","46553"
