"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"26.10.2022 13:45 - 26.10.2022 14:00","68366","61627"
"26.10.2022 14:00 - 26.10.2022 14:15","68124","61357"
"26.10.2022 14:15 - 26.10.2022 14:30","68100","61301"
"26.10.2022 14:30 - 26.10.2022 14:45","67776","61185"
"26.10.2022 14:45 - 26.10.2022 15:00","67229","61123"
"26.10.2022 15:00 - 26.10.2022 15:15","67158","60742"
"26.10.2022 15:15 - 26.10.2022 15:30","67030","60242"
"26.10.2022 15:30 - 26.10.2022 15:45","66321","60093"
"26.10.2022 15:45 - 26.10.2022 16:00","65423","60114"
"26.10.2022 16:00 - 26.10.2022 16:15","64789","60199"
"26.10.2022 16:15 - 26.10.2022 16:30","64444","59996"
"26.10.2022 16:30 - 26.10.2022 16:45","64144","60055"
"26.10.2022 16:45 - 26.10.2022 17:00","63643","60036"
"26.10.2022 17:00 - 26.10.2022 17:15","63800","60121"
"26.10.2022 17:15 - 26.10.2022 17:30","63656","60412"
"26.10.2022 17:30 - 26.10.2022 17:45","63852","60716"
"26.10.2022 17:45 - 26.10.2022 18:00","64161","61320"
"26.10.2022 18:00 - 26.10.2022 18:15","64011","62289"
"26.10.2022 18:15 - 26.10.2022 18:30","64400","63010"
"26.10.2022 18:30 - 26.10.2022 18:45","64720","63866"
"26.10.2022 18:45 - 26.10.2022 19:00","64954","64135"
"26.10.2022 19:00 - 26.10.2022 19:15","65046","63776"
"26.10.2022 19:15 - 26.10.2022 19:30","65043","63174"
"26.10.2022 19:30 - 26.10.2022 19:45","64921","62373"
"26.10.2022 19:45 - 26.10.2022 20:00","64479","62150"
"26.10.2022 20:00 - 26.10.2022 20:15","63619","61183"
"26.10.2022 20:15 - 26.10.2022 20:30","62878","60555"
"26.10.2022 20:30 - 26.10.2022 20:45","61822","59699"
"26.10.2022 20:45 - 26.10.2022 21:00","61185","58912"
"26.10.2022 21:00 - 26.10.2022 21:15","60348","58039"
"26.10.2022 21:15 - 26.10.2022 21:30","59641","57186"
"26.10.2022 21:30 - 26.10.2022 21:45","58598","56077"
"26.10.2022 21:45 - 26.10.2022 22:00","57757","54818"
"26.10.2022 22:00 - 26.10.2022 22:15","57386","54399"
"26.10.2022 22:15 - 26.10.2022 22:30","56802","53421"
"26.10.2022 22:30 - 26.10.2022 22:45","55965","52376"
"26.10.2022 22:45 - 26.10.2022 23:00","55115","51416"
"26.10.2022 23:00 - 26.10.2022 23:15","53951","50421"
"26.10.2022 23:15 - 26.10.2022 23:30","53167","49456"
"26.10.2022 23:30 - 26.10.2022 23:45","52742","48777"
"26.10.2022 23:45 - 27.10.2022 00:00","51951","48060"
"27.10.2022 00:00 - 27.10.2022 00:15","51105","46467"
"27.10.2022 00:15 - 27.10.2022 00:30","50675","45892"
"27.10.2022 00:30 - 27.10.2022 00:45","50243","45589"
"27.10.2022 00:45 - 27.10.2022 01:00","49727","44943"
"27.10.2022 01:00 - 27.10.2022 01:15","49414","44272"
"27.10.2022 01:15 - 27.10.2022 01:30","49224","43775"
"27.10.2022 01:30 - 27.10.2022 01:45","49158","43435"
"27.10.2022 01:45 - 27.10.2022 02:00","48838","43032"
"27.10.2022 02:00 - 27.10.2022 02:15","48668","42827"
"27.10.2022 02:15 - 27.10.2022 02:30","48681","42699"
"27.10.2022 02:30 - 27.10.2022 02:45","48499","42721"
"27.10.2022 02:45 - 27.10.2022 03:00","48500","42741"
"27.10.2022 03:00 - 27.10.2022 03:15","48620","42936"
"27.10.2022 03:15 - 27.10.2022 03:30","48699","42964"
"27.10.2022 03:30 - 27.10.2022 03:45","48839","43015"
"27.10.2022 03:45 - 27.10.2022 04:00","49010","43389"
"27.10.2022 04:00 - 27.10.2022 04:15","49397","43835"
"27.10.2022 04:15 - 27.10.2022 04:30","49577","44216"
"27.10.2022 04:30 - 27.10.2022 04:45","50271","44466"
"27.10.2022 04:45 - 27.10.2022 05:00","50971","45040"
"27.10.2022 05:00 - 27.10.2022 05:15","51753","46096"
"27.10.2022 05:15 - 27.10.2022 05:30","52638","46876"
"27.10.2022 05:30 - 27.10.2022 05:45","53722","48160"
"27.10.2022 05:45 - 27.10.2022 06:00","54702","49687"
"27.10.2022 06:00 - 27.10.2022 06:15","57569","52553"
"27.10.2022 06:15 - 27.10.2022 06:30","58904","54751"
"27.10.2022 06:30 - 27.10.2022 06:45","60447","56251"
"27.10.2022 06:45 - 27.10.2022 07:00","61401","57617"
"27.10.2022 07:00 - 27.10.2022 07:15","62912","59722"
"27.10.2022 07:15 - 27.10.2022 07:30","63959","61041"
"27.10.2022 07:30 - 27.10.2022 07:45","64836","62254"
"27.10.2022 07:45 - 27.10.2022 08:00","64998","62593"
"27.10.2022 08:00 - 27.10.2022 08:15","65791","63225"
"27.10.2022 08:15 - 27.10.2022 08:30","66188","63477"
"27.10.2022 08:30 - 27.10.2022 08:45","66475","63545"
"27.10.2022 08:45 - 27.10.2022 09:00","66368","63458"
"27.10.2022 09:00 - 27.10.2022 09:15","66540","63171"
"27.10.2022 09:15 - 27.10.2022 09:30","66474","63246"
"27.10.2022 09:30 - 27.10.2022 09:45","66801","63400"
"27.10.2022 09:45 - 27.10.2022 10:00","66804","63761"
"27.10.2022 10:00 - 27.10.2022 10:15","67262","63328"
"27.10.2022 10:15 - 27.10.2022 10:30","67960","64020"
"27.10.2022 10:30 - 27.10.2022 10:45","68453","63890"
"27.10.2022 10:45 - 27.10.2022 11:00","68945","63973"
"27.10.2022 11:00 - 27.10.2022 11:15","69753","63890"
"27.10.2022 11:15 - 27.10.2022 11:30","69427","64101"
"27.10.2022 11:30 - 27.10.2022 11:45","69795","64036"
"27.10.2022 11:45 - 27.10.2022 12:00","69472","63914"
"27.10.2022 12:00 - 27.10.2022 12:15","69206","63215"
"27.10.2022 12:15 - 27.10.2022 12:30","69158","62663"
"27.10.2022 12:30 - 27.10.2022 12:45","69452","62164"
"27.10.2022 12:45 - 27.10.2022 13:00","69472","62030"
"27.10.2022 13:00 - 27.10.2022 13:15","69445","61949"
"27.10.2022 13:15 - 27.10.2022 13:30","69586","61888"
"27.10.2022 13:30 - 27.10.2022 13:45","68859","61295"
"27.10.2022 13:45 - 27.10.2022 14:00","68388","60789"
"27.10.2022 14:00 - 27.10.2022 14:15","68150","61613"
"27.10.2022 14:15 - 27.10.2022 14:30","67893","60824"
"27.10.2022 14:30 - 27.10.2022 14:45","67542","60609"
"27.10.2022 14:45 - 27.10.2022 15:00","66801","60459"
"27.10.2022 15:00 - 27.10.2022 15:15","66730","60588"
"27.10.2022 15:15 - 27.10.2022 15:30","66165","60479"
"27.10.2022 15:30 - 27.10.2022 15:45","65567","59850"
"27.10.2022 15:45 - 27.10.2022 16:00","64795","59277"
"27.10.2022 16:00 - 27.10.2022 16:15","64083","58844"
"27.10.2022 16:15 - 27.10.2022 16:30","63774","58850"
"27.10.2022 16:30 - 27.10.2022 16:45","63495","58909"
"27.10.2022 16:45 - 27.10.2022 17:00","63091","59250"
"27.10.2022 17:00 - 27.10.2022 17:15","63553","59882"
"27.10.2022 17:15 - 27.10.2022 17:30","63696","59951"
"27.10.2022 17:30 - 27.10.2022 17:45","63844","60730"
"27.10.2022 17:45 - 27.10.2022 18:00","64044","61416"
"27.10.2022 18:00 - 27.10.2022 18:15","64091","62599"
"27.10.2022 18:15 - 27.10.2022 18:30","64515","63717"
"27.10.2022 18:30 - 27.10.2022 18:45","64798","64738"
"27.10.2022 18:45 - 27.10.2022 19:00","64937","65037"
"27.10.2022 19:00 - 27.10.2022 19:15","65017","64606"
"27.10.2022 19:15 - 27.10.2022 19:30","65090","64056"
"27.10.2022 19:30 - 27.10.2022 19:45","64822","63577"
"27.10.2022 19:45 - 27.10.2022 20:00","64328","62990"
"27.10.2022 20:00 - 27.10.2022 20:15","63465","61644"
"27.10.2022 20:15 - 27.10.2022 20:30","62893","60367"
"27.10.2022 20:30 - 27.10.2022 20:45","61750","58927"
"27.10.2022 20:45 - 27.10.2022 21:00","61048","58311"
"27.10.2022 21:00 - 27.10.2022 21:15","60219","57238"
"27.10.2022 21:15 - 27.10.2022 21:30","59376","56285"
"27.10.2022 21:30 - 27.10.2022 21:45","58694","55331"
"27.10.2022 21:45 - 27.10.2022 22:00","57910","54517"
"27.10.2022 22:00 - 27.10.2022 22:15","57295","53722"
"27.10.2022 22:15 - 27.10.2022 22:30","56595","52899"
"27.10.2022 22:30 - 27.10.2022 22:45","55824","51745"
"27.10.2022 22:45 - 27.10.2022 23:00","55145","50845"
"27.10.2022 23:00 - 27.10.2022 23:15","54202","49780"
"27.10.2022 23:15 - 27.10.2022 23:30","53171","48931"
"27.10.2022 23:30 - 27.10.2022 23:45","52806","48098"
"27.10.2022 23:45 - 28.10.2022 00:00","52128","47381"
"28.10.2022 00:00 - 28.10.2022 00:15","50925","47087"
"28.10.2022 00:15 - 28.10.2022 00:30","50490","46595"
"28.10.2022 00:30 - 28.10.2022 00:45","50109","46027"
"28.10.2022 00:45 - 28.10.2022 01:00","49668","45445"
"28.10.2022 01:00 - 28.10.2022 01:15","49447","45157"
"28.10.2022 01:15 - 28.10.2022 01:30","49021","44756"
"28.10.2022 01:30 - 28.10.2022 01:45","48772","44426"
"28.10.2022 01:45 - 28.10.2022 02:00","48447","43953"
"28.10.2022 02:00 - 28.10.2022 02:15","48202","43628"
"28.10.2022 02:15 - 28.10.2022 02:30","48283","43458"
"28.10.2022 02:30 - 28.10.2022 02:45","48083","43652"
"28.10.2022 02:45 - 28.10.2022 03:00","48034","43586"
"28.10.2022 03:00 - 28.10.2022 03:15","48151","43329"
"28.10.2022 03:15 - 28.10.2022 03:30","48104","43231"
"28.10.2022 03:30 - 28.10.2022 03:45","48223","43272"
"28.10.2022 03:45 - 28.10.2022 04:00","48371","43396"
"28.10.2022 04:00 - 28.10.2022 04:15","48869","43490"
"28.10.2022 04:15 - 28.10.2022 04:30","49028","43786"
"28.10.2022 04:30 - 28.10.2022 04:45","49432","44533"
"28.10.2022 04:45 - 28.10.2022 05:00","49829","44988"
"28.10.2022 05:00 - 28.10.2022 05:15","50434","46061"
"28.10.2022 05:15 - 28.10.2022 05:30","51459","46787"
"28.10.2022 05:30 - 28.10.2022 05:45","52689","47506"
"28.10.2022 05:45 - 28.10.2022 06:00","53759","48957"
"28.10.2022 06:00 - 28.10.2022 06:15","56350","51715"
"28.10.2022 06:15 - 28.10.2022 06:30","57827","53868"
"28.10.2022 06:30 - 28.10.2022 06:45","59519","55591"
"28.10.2022 06:45 - 28.10.2022 07:00","60814","57266"
"28.10.2022 07:00 - 28.10.2022 07:15","62319","59076"
"28.10.2022 07:15 - 28.10.2022 07:30","63640","60410"
"28.10.2022 07:30 - 28.10.2022 07:45","64467","61183"
"28.10.2022 07:45 - 28.10.2022 08:00","65169","62002"
"28.10.2022 08:00 - 28.10.2022 08:15","66119","62755"
"28.10.2022 08:15 - 28.10.2022 08:30","66562","63094"
"28.10.2022 08:30 - 28.10.2022 08:45","66859","63261"
"28.10.2022 08:45 - 28.10.2022 09:00","66689","63662"
"28.10.2022 09:00 - 28.10.2022 09:15","66663","63566"
"28.10.2022 09:15 - 28.10.2022 09:30","66911","63874"
"28.10.2022 09:30 - 28.10.2022 09:45","67398","65034"
"28.10.2022 09:45 - 28.10.2022 10:00","67743","63777"
"28.10.2022 10:00 - 28.10.2022 10:15","67769","63677"
"28.10.2022 10:15 - 28.10.2022 10:30","68364","63846"
"28.10.2022 10:30 - 28.10.2022 10:45","68042","63723"
"28.10.2022 10:45 - 28.10.2022 11:00","68707","63721"
"28.10.2022 11:00 - 28.10.2022 11:15","69404","63482"
"28.10.2022 11:15 - 28.10.2022 11:30","69346","63498"
"28.10.2022 11:30 - 28.10.2022 11:45","69664","63855"
"28.10.2022 11:45 - 28.10.2022 12:00","69327","63808"
"28.10.2022 12:00 - 28.10.2022 12:15","69046","63555"
"28.10.2022 12:15 - 28.10.2022 12:30","68656","63272"
"28.10.2022 12:30 - 28.10.2022 12:45","68885","63117"
"28.10.2022 12:45 - 28.10.2022 13:00","68746","62710"
"28.10.2022 13:00 - 28.10.2022 13:15","68880","62122"
"28.10.2022 13:15 - 28.10.2022 13:30","68620","61257"
"28.10.2022 13:30 - 28.10.2022 13:45","67981","60484"
"28.10.2022 13:45 - 28.10.2022 14:00","67645","59842"
"28.10.2022 14:00 - 28.10.2022 14:15","67229","59487"
"28.10.2022 14:15 - 28.10.2022 14:30","66799","59082"
"28.10.2022 14:30 - 28.10.2022 14:45","66774","58941"
"28.10.2022 14:45 - 28.10.2022 15:00","66084","58886"
"28.10.2022 15:00 - 28.10.2022 15:15","66080","59072"
"28.10.2022 15:15 - 28.10.2022 15:30","65478","58627"
"28.10.2022 15:30 - 28.10.2022 15:45","64724","58511"
"28.10.2022 15:45 - 28.10.2022 16:00","64175","58111"
"28.10.2022 16:00 - 28.10.2022 16:15","63117","58108"
"28.10.2022 16:15 - 28.10.2022 16:30","62711","57873"
"28.10.2022 16:30 - 28.10.2022 16:45","62683","57822"
"28.10.2022 16:45 - 28.10.2022 17:00","62202","57835"
"28.10.2022 17:00 - 28.10.2022 17:15","62338","58578"
"28.10.2022 17:15 - 28.10.2022 17:30","62594","58758"
"28.10.2022 17:30 - 28.10.2022 17:45","62664","59328"
"28.10.2022 17:45 - 28.10.2022 18:00","63106","59814"
"28.10.2022 18:00 - 28.10.2022 18:15","63338","60634"
"28.10.2022 18:15 - 28.10.2022 18:30","63748","61204"
"28.10.2022 18:30 - 28.10.2022 18:45","64015","61919"
"28.10.2022 18:45 - 28.10.2022 19:00","64103","61919"
"28.10.2022 19:00 - 28.10.2022 19:15","64204","61378"
"28.10.2022 19:15 - 28.10.2022 19:30","64112","60782"
"28.10.2022 19:30 - 28.10.2022 19:45","63795","60683"
"28.10.2022 19:45 - 28.10.2022 20:00","63383","60150"
"28.10.2022 20:00 - 28.10.2022 20:15","62310","58974"
"28.10.2022 20:15 - 28.10.2022 20:30","61593","58212"
"28.10.2022 20:30 - 28.10.2022 20:45","60469","57347"
"28.10.2022 20:45 - 28.10.2022 21:00","59975","55607"
"28.10.2022 21:00 - 28.10.2022 21:15","59114","54492"
"28.10.2022 21:15 - 28.10.2022 21:30","58199","53859"
"28.10.2022 21:30 - 28.10.2022 21:45","57180","52886"
"28.10.2022 21:45 - 28.10.2022 22:00","56373","52131"
"28.10.2022 22:00 - 28.10.2022 22:15","55752","51223"
"28.10.2022 22:15 - 28.10.2022 22:30","54946","50590"
"28.10.2022 22:30 - 28.10.2022 22:45","54230","49269"
"28.10.2022 22:45 - 28.10.2022 23:00","53516","48384"
"28.10.2022 23:00 - 28.10.2022 23:15","52454","47208"
"28.10.2022 23:15 - 28.10.2022 23:30","51457","46177"
"28.10.2022 23:30 - 28.10.2022 23:45","51067","45321"
"28.10.2022 23:45 - 29.10.2022 00:00","50334","45052"
"29.10.2022 00:00 - 29.10.2022 00:15","50058","44926"
"29.10.2022 00:15 - 29.10.2022 00:30","49538","44484"
"29.10.2022 00:30 - 29.10.2022 00:45","49192","44023"
"29.10.2022 00:45 - 29.10.2022 01:00","48563","43554"
"29.10.2022 01:00 - 29.10.2022 01:15","48429","43084"
"29.10.2022 01:15 - 29.10.2022 01:30","48146","42563"
"29.10.2022 01:30 - 29.10.2022 01:45","47680","42080"
"29.10.2022 01:45 - 29.10.2022 02:00","47198","41579"
"29.10.2022 02:00 - 29.10.2022 02:15","46942","41183"
"29.10.2022 02:15 - 29.10.2022 02:30","46803","40896"
"29.10.2022 02:30 - 29.10.2022 02:45","46507","40650"
"29.10.2022 02:45 - 29.10.2022 03:00","46399","40681"
"29.10.2022 03:00 - 29.10.2022 03:15","46377","40671"
"29.10.2022 03:15 - 29.10.2022 03:30","46236","40431"
"29.10.2022 03:30 - 29.10.2022 03:45","46211","40267"
"29.10.2022 03:45 - 29.10.2022 04:00","46360","40144"
"29.10.2022 04:00 - 29.10.2022 04:15","46429","40379"
"29.10.2022 04:15 - 29.10.2022 04:30","46251","40341"
"29.10.2022 04:30 - 29.10.2022 04:45","46341","40505"
"29.10.2022 04:45 - 29.10.2022 05:00","46743","40526"
"29.10.2022 05:00 - 29.10.2022 05:15","46326","41125"
"29.10.2022 05:15 - 29.10.2022 05:30","46646","41203"
"29.10.2022 05:30 - 29.10.2022 05:45","47099","41236"
"29.10.2022 05:45 - 29.10.2022 06:00","47557","41743"
"29.10.2022 06:00 - 29.10.2022 06:15","48374","42319"
"29.10.2022 06:15 - 29.10.2022 06:30","48673","42769"
"29.10.2022 06:30 - 29.10.2022 06:45","49289","43285"
"29.10.2022 06:45 - 29.10.2022 07:00","49582","43565"
"29.10.2022 07:00 - 29.10.2022 07:15","50366","44712"
"29.10.2022 07:15 - 29.10.2022 07:30","50884","45608"
"29.10.2022 07:30 - 29.10.2022 07:45","51709","46356"
"29.10.2022 07:45 - 29.10.2022 08:00","52105","47055"
"29.10.2022 08:00 - 29.10.2022 08:15","53070","47902"
"29.10.2022 08:15 - 29.10.2022 08:30","53734","48487"
"29.10.2022 08:30 - 29.10.2022 08:45","54561","49224"
"29.10.2022 08:45 - 29.10.2022 09:00","55036","49798"
"29.10.2022 09:00 - 29.10.2022 09:15","55954","50478"
"29.10.2022 09:15 - 29.10.2022 09:30","56382","50965"
"29.10.2022 09:30 - 29.10.2022 09:45","56792","51658"
"29.10.2022 09:45 - 29.10.2022 10:00","57284","52048"
"29.10.2022 10:00 - 29.10.2022 10:15","57778","51919"
"29.10.2022 10:15 - 29.10.2022 10:30","58315","52253"
"29.10.2022 10:30 - 29.10.2022 10:45","58818","52464"
"29.10.2022 10:45 - 29.10.2022 11:00","59193","52983"
"29.10.2022 11:00 - 29.10.2022 11:15","59826","52864"
"29.10.2022 11:15 - 29.10.2022 11:30","59921","53327"
"29.10.2022 11:30 - 29.10.2022 11:45","60284","53472"
"29.10.2022 11:45 - 29.10.2022 12:00","59891","53119"
"29.10.2022 12:00 - 29.10.2022 12:15","59253","52998"
"29.10.2022 12:15 - 29.10.2022 12:30","59084","52902"
"29.10.2022 12:30 - 29.10.2022 12:45","58905","52787"
"29.10.2022 12:45 - 29.10.2022 13:00","58515","52344"
"29.10.2022 13:00 - 29.10.2022 13:15","58189","52014"
"29.10.2022 13:15 - 29.10.2022 13:30","58123","51412"
"29.10.2022 13:30 - 29.10.2022 13:45","57514","51032"
"29.10.2022 13:45 - 29.10.2022 14:00","57204","50546"
"29.10.2022 14:00 - 29.10.2022 14:15","56854","50485"
"29.10.2022 14:15 - 29.10.2022 14:30","56688","50155"
"29.10.2022 14:30 - 29.10.2022 14:45","56398","49638"
"29.10.2022 14:45 - 29.10.2022 15:00","55654","49389"
"29.10.2022 15:00 - 29.10.2022 15:15","55766","49151"
"29.10.2022 15:15 - 29.10.2022 15:30","55382","48930"
"29.10.2022 15:30 - 29.10.2022 15:45","55020","48426"
"29.10.2022 15:45 - 29.10.2022 16:00","54661","48302"
"29.10.2022 16:00 - 29.10.2022 16:15","54052","48485"
"29.10.2022 16:15 - 29.10.2022 16:30","53863","48438"
"29.10.2022 16:30 - 29.10.2022 16:45","53787","48323"
"29.10.2022 16:45 - 29.10.2022 17:00","53269","48669"
"29.10.2022 17:00 - 29.10.2022 17:15","54172","49595"
"29.10.2022 17:15 - 29.10.2022 17:30","54301","50203"
"29.10.2022 17:30 - 29.10.2022 17:45","54843","50634"
"29.10.2022 17:45 - 29.10.2022 18:00","55489","51673"
"29.10.2022 18:00 - 29.10.2022 18:15","55827","52813"
"29.10.2022 18:15 - 29.10.2022 18:30","56472","53400"
"29.10.2022 18:30 - 29.10.2022 18:45","56926","53652"
"29.10.2022 18:45 - 29.10.2022 19:00","56978","53534"
"29.10.2022 19:00 - 29.10.2022 19:15","57362","53139"
"29.10.2022 19:15 - 29.10.2022 19:30","57231","52369"
"29.10.2022 19:30 - 29.10.2022 19:45","56705","51795"
"29.10.2022 19:45 - 29.10.2022 20:00","55982","51036"
"29.10.2022 20:00 - 29.10.2022 20:15","55116","50244"
"29.10.2022 20:15 - 29.10.2022 20:30","54309","49480"
"29.10.2022 20:30 - 29.10.2022 20:45","53101","48562"
"29.10.2022 20:45 - 29.10.2022 21:00","52494","48020"
"29.10.2022 21:00 - 29.10.2022 21:15","51976","47728"
"29.10.2022 21:15 - 29.10.2022 21:30","51430","46887"
"29.10.2022 21:30 - 29.10.2022 21:45","50876","46162"
"29.10.2022 21:45 - 29.10.2022 22:00","50344","45647"
"29.10.2022 22:00 - 29.10.2022 22:15","50195","44989"
"29.10.2022 22:15 - 29.10.2022 22:30","49688","44252"
"29.10.2022 22:30 - 29.10.2022 22:45","49222","43607"
"29.10.2022 22:45 - 29.10.2022 23:00","48706","42920"
"29.10.2022 23:00 - 29.10.2022 23:15","48045","42326"
"29.10.2022 23:15 - 29.10.2022 23:30","47429","41605"
"29.10.2022 23:30 - 29.10.2022 23:45","47134","40908"
"29.10.2022 23:45 - 30.10.2022 00:00","46446","40255"
"30.10.2022 00:00 - 30.10.2022 00:15","45853","39337"
"30.10.2022 00:15 - 30.10.2022 00:30","45348","38643"
"30.10.2022 00:30 - 30.10.2022 00:45","44805","38041"
"30.10.2022 00:45 - 30.10.2022 01:00","44400","37569"
"30.10.2022 01:00 - 30.10.2022 01:15","44450","37218"
"30.10.2022 01:15 - 30.10.2022 01:30","44173","37185"
"30.10.2022 01:30 - 30.10.2022 01:45","43877","36812"
"30.10.2022 01:45 - 30.10.2022 02:00","43583","36399"
"30.10.2022 02:00 - 30.10.2022 02:15","43175","36239"
"30.10.2022 02:15 - 30.10.2022 02:30","43267","35789"
"30.10.2022 02:30 - 30.10.2022 02:45","42660","35584"
"30.10.2022 02:45 - 30.10.2022 03:00","43091","35427"
"30.10.2022 02:00 - 30.10.2022 02:15","43085","35406"
"30.10.2022 02:15 - 30.10.2022 02:30","43183","35006"
"30.10.2022 02:30 - 30.10.2022 02:45","42604","34988"
"30.10.2022 02:45 - 30.10.2022 03:00","42829","35054"
"30.10.2022 03:00 - 30.10.2022 03:15","42448","35564"
"30.10.2022 03:15 - 30.10.2022 03:30","42399","35426"
"30.10.2022 03:30 - 30.10.2022 03:45","42419","35792"
"30.10.2022 03:45 - 30.10.2022 04:00","42483","35852"
"30.10.2022 04:00 - 30.10.2022 04:15","43078","35979"
"30.10.2022 04:15 - 30.10.2022 04:30","43023","36270"
"30.10.2022 04:30 - 30.10.2022 04:45","43320","36391"
"30.10.2022 04:45 - 30.10.2022 05:00","43526","36205"
"30.10.2022 05:00 - 30.10.2022 05:15","43232","36446"
"30.10.2022 05:15 - 30.10.2022 05:30","43545","36421"
"30.10.2022 05:30 - 30.10.2022 05:45","43819","36464"
"30.10.2022 05:45 - 30.10.2022 06:00","44064","36811"
"30.10.2022 06:00 - 30.10.2022 06:15","44419","37517"
"30.10.2022 06:15 - 30.10.2022 06:30","44470","37845"
"30.10.2022 06:30 - 30.10.2022 06:45","45063","38497"
"30.10.2022 06:45 - 30.10.2022 07:00","45498","38777"
"30.10.2022 07:00 - 30.10.2022 07:15","45946","39514"
"30.10.2022 07:15 - 30.10.2022 07:30","46198","39983"
"30.10.2022 07:30 - 30.10.2022 07:45","46695","40797"
"30.10.2022 07:45 - 30.10.2022 08:00","46951","41802"
"30.10.2022 08:00 - 30.10.2022 08:15","47533","42773"
"30.10.2022 08:15 - 30.10.2022 08:30","48324","43575"
"30.10.2022 08:30 - 30.10.2022 08:45","49191","44146"
"30.10.2022 08:45 - 30.10.2022 09:00","49888","44782"
"30.10.2022 09:00 - 30.10.2022 09:15","50393","45421"
"30.10.2022 09:15 - 30.10.2022 09:30","51152","45824"
"30.10.2022 09:30 - 30.10.2022 09:45","52100","46362"
"30.10.2022 09:45 - 30.10.2022 10:00","52653","46726"
"30.10.2022 10:00 - 30.10.2022 10:15","53101","47070"
"30.10.2022 10:15 - 30.10.2022 10:30","54048","46966"
"30.10.2022 10:30 - 30.10.2022 10:45","54467","47038"
"30.10.2022 10:45 - 30.10.2022 11:00","55017","47446"
"30.10.2022 11:00 - 30.10.2022 11:15","56273","48054"
"30.10.2022 11:15 - 30.10.2022 11:30","56443","48474"
"30.10.2022 11:30 - 30.10.2022 11:45","57000","48277"
"30.10.2022 11:45 - 30.10.2022 12:00","56323","48033"
"30.10.2022 12:00 - 30.10.2022 12:15","56072","47757"
"30.10.2022 12:15 - 30.10.2022 12:30","55501","47335"
"30.10.2022 12:30 - 30.10.2022 12:45","55397","47287"
"30.10.2022 12:45 - 30.10.2022 13:00","54926","46905"
"30.10.2022 13:00 - 30.10.2022 13:15","54769","46130"
"30.10.2022 13:15 - 30.10.2022 13:30","54707","45625"
"30.10.2022 13:30 - 30.10.2022 13:45","54335","45197"
"30.10.2022 13:45 - 30.10.2022 14:00","53850","44986"
"30.10.2022 14:00 - 30.10.2022 14:15","53433","44716"
"30.10.2022 14:15 - 30.10.2022 14:30","53308","44730"
"30.10.2022 14:30 - 30.10.2022 14:45","53239","44033"
"30.10.2022 14:45 - 30.10.2022 15:00","52832","43762"
"30.10.2022 15:00 - 30.10.2022 15:15","52797","43791"
"30.10.2022 15:15 - 30.10.2022 15:30","52319","43751"
"30.10.2022 15:30 - 30.10.2022 15:45","51983","43857"
"30.10.2022 15:45 - 30.10.2022 16:00","51597","43747"
"30.10.2022 16:00 - 30.10.2022 16:15","51081","44223"
"30.10.2022 16:15 - 30.10.2022 16:30","51023","44401"
"30.10.2022 16:30 - 30.10.2022 16:45","51057","45076"
"30.10.2022 16:45 - 30.10.2022 17:00","50673","45824"
"30.10.2022 17:00 - 30.10.2022 17:15","51898","47395"
"30.10.2022 17:15 - 30.10.2022 17:30","52866","48754"
"30.10.2022 17:30 - 30.10.2022 17:45","53642","49830"
"30.10.2022 17:45 - 30.10.2022 18:00","54746","50233"
"30.10.2022 18:00 - 30.10.2022 18:15","55711","50206"
"30.10.2022 18:15 - 30.10.2022 18:30","56018","49743"
"30.10.2022 18:30 - 30.10.2022 18:45","56196","49509"
"30.10.2022 18:45 - 30.10.2022 19:00","56375","49094"
"30.10.2022 19:00 - 30.10.2022 19:15","56461","48634"
"30.10.2022 19:15 - 30.10.2022 19:30","56590","48192"
"30.10.2022 19:30 - 30.10.2022 19:45","56522","47950"
"30.10.2022 19:45 - 30.10.2022 20:00","55984","47651"
"30.10.2022 20:00 - 30.10.2022 20:15","55505","47051"
"30.10.2022 20:15 - 30.10.2022 20:30","54992","46619"
"30.10.2022 20:30 - 30.10.2022 20:45","54000","46143"
"30.10.2022 20:45 - 30.10.2022 21:00","53451","45818"
"30.10.2022 21:00 - 30.10.2022 21:15","52966","45139"
"30.10.2022 21:15 - 30.10.2022 21:30","52652","44683"
"30.10.2022 21:30 - 30.10.2022 21:45","52260","44203"
"30.10.2022 21:45 - 30.10.2022 22:00","51925","43886"
"30.10.2022 22:00 - 30.10.2022 22:15","51737","43824"
"30.10.2022 22:15 - 30.10.2022 22:30","51438","43431"
"30.10.2022 22:30 - 30.10.2022 22:45","51000","42644"
"30.10.2022 22:45 - 30.10.2022 23:00","50718","41711"
"30.10.2022 23:00 - 30.10.2022 23:15","50084","41267"
"30.10.2022 23:15 - 30.10.2022 23:30","49458","40536"
"30.10.2022 23:30 - 30.10.2022 23:45","49426","39911"
"30.10.2022 23:45 - 31.10.2022 00:00","48786","39462"
"31.10.2022 00:00 - 31.10.2022 00:15","45103","38655"
"31.10.2022 00:15 - 31.10.2022 00:30","44776","38429"
"31.10.2022 00:30 - 31.10.2022 00:45","44625","38082"
"31.10.2022 00:45 - 31.10.2022 01:00","44879","37587"
"31.10.2022 01:00 - 31.10.2022 01:15","44803","37422"
"31.10.2022 01:15 - 31.10.2022 01:30","44537","37350"
