"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"25.01.2022 23:00 - 25.01.2022 23:15","59584","60069"
"25.01.2022 23:15 - 25.01.2022 23:30","58986","59270"
"25.01.2022 23:30 - 25.01.2022 23:45","58118","58380"
"25.01.2022 23:45 - 26.01.2022 00:00","52720","58093"
"26.01.2022 00:00 - 26.01.2022 00:15","55056","57429"
"26.01.2022 00:15 - 26.01.2022 00:30","54528","56939"
"26.01.2022 00:30 - 26.01.2022 00:45","54230","56455"
"26.01.2022 00:45 - 26.01.2022 01:00","53638","55812"
"26.01.2022 01:00 - 26.01.2022 01:15","52971","55303"
"26.01.2022 01:15 - 26.01.2022 01:30","52707","55168"
"26.01.2022 01:30 - 26.01.2022 01:45","52399","55257"
"26.01.2022 01:45 - 26.01.2022 02:00","52031","54958"
"26.01.2022 02:00 - 26.01.2022 02:15","51930","54848"
"26.01.2022 02:15 - 26.01.2022 02:30","51811","54754"
"26.01.2022 02:30 - 26.01.2022 02:45","52069","54614"
"26.01.2022 02:45 - 26.01.2022 03:00","52055","54912"
"26.01.2022 03:00 - 26.01.2022 03:15","52195","55134"
"26.01.2022 03:15 - 26.01.2022 03:30","52291","55318"
"26.01.2022 03:30 - 26.01.2022 03:45","52412","55388"
"26.01.2022 03:45 - 26.01.2022 04:00","52589","55520"
"26.01.2022 04:00 - 26.01.2022 04:15","52909","55860"
"26.01.2022 04:15 - 26.01.2022 04:30","53095","56313"
"26.01.2022 04:30 - 26.01.2022 04:45","53603","56748"
"26.01.2022 04:45 - 26.01.2022 05:00","53950","57241"
"26.01.2022 05:00 - 26.01.2022 05:15","54878","58279"
"26.01.2022 05:15 - 26.01.2022 05:30","55459","59039"
"26.01.2022 05:30 - 26.01.2022 05:45","56301","60019"
"26.01.2022 05:45 - 26.01.2022 06:00","57460","61014"
"26.01.2022 06:00 - 26.01.2022 06:15","59769","63841"
"26.01.2022 06:15 - 26.01.2022 06:30","61262","66242"
"26.01.2022 06:30 - 26.01.2022 06:45","62490","67944"
"26.01.2022 06:45 - 26.01.2022 07:00","63769","69467"
"26.01.2022 07:00 - 26.01.2022 07:15","65286","70919"
"26.01.2022 07:15 - 26.01.2022 07:30","66195","72205"
"26.01.2022 07:30 - 26.01.2022 07:45","67021","73211"
"26.01.2022 07:45 - 26.01.2022 08:00","67712","73818"
"26.01.2022 08:00 - 26.01.2022 08:15","68362","74708"
"26.01.2022 08:15 - 26.01.2022 08:30","68684","75145"
"26.01.2022 08:30 - 26.01.2022 08:45","68920","75481"
"26.01.2022 08:45 - 26.01.2022 09:00","69078","75746"
"26.01.2022 09:00 - 26.01.2022 09:15","68852","75435"
"26.01.2022 09:15 - 26.01.2022 09:30","69274","75899"
"26.01.2022 09:30 - 26.01.2022 09:45","69571","75833"
"26.01.2022 09:45 - 26.01.2022 10:00","69676","76048"
"26.01.2022 10:00 - 26.01.2022 10:15","69864","76233"
"26.01.2022 10:15 - 26.01.2022 10:30","70212","76667"
"26.01.2022 10:30 - 26.01.2022 10:45","70388","77054"
"26.01.2022 10:45 - 26.01.2022 11:00","70667","77241"
"26.01.2022 11:00 - 26.01.2022 11:15","71055","77456"
"26.01.2022 11:15 - 26.01.2022 11:30","71450","77874"
"26.01.2022 11:30 - 26.01.2022 11:45","72042","78361"
"26.01.2022 11:45 - 26.01.2022 12:00","72053","78315"
"26.01.2022 12:00 - 26.01.2022 12:15","71514","78101"
"26.01.2022 12:15 - 26.01.2022 12:30","71440","78156"
"26.01.2022 12:30 - 26.01.2022 12:45","71420","78169"
"26.01.2022 12:45 - 26.01.2022 13:00","71279","78061"
"26.01.2022 13:00 - 26.01.2022 13:15","71276","77917"
"26.01.2022 13:15 - 26.01.2022 13:30","70729","77690"
"26.01.2022 13:30 - 26.01.2022 13:45","70340","77268"
"26.01.2022 13:45 - 26.01.2022 14:00","69931","77085"
"26.01.2022 14:00 - 26.01.2022 14:15","69731","76544"
"26.01.2022 14:15 - 26.01.2022 14:30","69646","76532"
"26.01.2022 14:30 - 26.01.2022 14:45","69590","76237"
"26.01.2022 14:45 - 26.01.2022 15:00","69170","76104"
"26.01.2022 15:00 - 26.01.2022 15:15","69046","76271"
"26.01.2022 15:15 - 26.01.2022 15:30","68762","76060"
"26.01.2022 15:30 - 26.01.2022 15:45","68428","75095"
"26.01.2022 15:45 - 26.01.2022 16:00","67878","74719"
"26.01.2022 16:00 - 26.01.2022 16:15","67406","74637"
"26.01.2022 16:15 - 26.01.2022 16:30","67169","74690"
"26.01.2022 16:30 - 26.01.2022 16:45","67968","74737"
"26.01.2022 16:45 - 26.01.2022 17:00","68041","75131"
"26.01.2022 17:00 - 26.01.2022 17:15","68576","75798"
"26.01.2022 17:15 - 26.01.2022 17:30","69213","76649"
"26.01.2022 17:30 - 26.01.2022 17:45","69973","77266"
"26.01.2022 17:45 - 26.01.2022 18:00","70382","77413"
"26.01.2022 18:00 - 26.01.2022 18:15","69985","77229"
"26.01.2022 18:15 - 26.01.2022 18:30","69632","76796"
"26.01.2022 18:30 - 26.01.2022 18:45","69457","76751"
"26.01.2022 18:45 - 26.01.2022 19:00","69345","76382"
"26.01.2022 19:00 - 26.01.2022 19:15","69189","75956"
"26.01.2022 19:15 - 26.01.2022 19:30","68696","75364"
"26.01.2022 19:30 - 26.01.2022 19:45","68472","74545"
"26.01.2022 19:45 - 26.01.2022 20:00","68311","73612"
"26.01.2022 20:00 - 26.01.2022 20:15","67721","72796"
"26.01.2022 20:15 - 26.01.2022 20:30","66641","71802"
"26.01.2022 20:30 - 26.01.2022 20:45","64877","70490"
"26.01.2022 20:45 - 26.01.2022 21:00","64243","69275"
"26.01.2022 21:00 - 26.01.2022 21:15","63402","67730"
"26.01.2022 21:15 - 26.01.2022 21:30","62853","67466"
"26.01.2022 21:30 - 26.01.2022 21:45","62278","66706"
"26.01.2022 21:45 - 26.01.2022 22:00","61522","65704"
"26.01.2022 22:00 - 26.01.2022 22:15","61265","64715"
"26.01.2022 22:15 - 26.01.2022 22:30","60901","64411"
"26.01.2022 22:30 - 26.01.2022 22:45","59800","63460"
"26.01.2022 22:45 - 26.01.2022 23:00","58894","62493"
"26.01.2022 23:00 - 26.01.2022 23:15","57984","61838"
"26.01.2022 23:15 - 26.01.2022 23:30","57298","61019"
"26.01.2022 23:30 - 26.01.2022 23:45","56659","60348"
"26.01.2022 23:45 - 27.01.2022 00:00","56012","59638"
"27.01.2022 00:00 - 27.01.2022 00:15","55936","59187"
"27.01.2022 00:15 - 27.01.2022 00:30","55520","58424"
"27.01.2022 00:30 - 27.01.2022 00:45","54871","57988"
"27.01.2022 00:45 - 27.01.2022 01:00","54329","57528"
"27.01.2022 01:00 - 27.01.2022 01:15","53566","57384"
"27.01.2022 01:15 - 27.01.2022 01:30","53275","57335"
"27.01.2022 01:30 - 27.01.2022 01:45","53141","56956"
"27.01.2022 01:45 - 27.01.2022 02:00","52813","56744"
"27.01.2022 02:00 - 27.01.2022 02:15","52557","57132"
"27.01.2022 02:15 - 27.01.2022 02:30","52366","56841"
"27.01.2022 02:30 - 27.01.2022 02:45","52424","56701"
"27.01.2022 02:45 - 27.01.2022 03:00","52582","56542"
"27.01.2022 03:00 - 27.01.2022 03:15","52757","56393"
"27.01.2022 03:15 - 27.01.2022 03:30","53013","56342"
"27.01.2022 03:30 - 27.01.2022 03:45","53119","56374"
"27.01.2022 03:45 - 27.01.2022 04:00","53456","56594"
"27.01.2022 04:00 - 27.01.2022 04:15","53894","57154"
"27.01.2022 04:15 - 27.01.2022 04:30","54065","57533"
"27.01.2022 04:30 - 27.01.2022 04:45","54456","57980"
"27.01.2022 04:45 - 27.01.2022 05:00","54925","58455"
"27.01.2022 05:00 - 27.01.2022 05:15","55996","59285"
"27.01.2022 05:15 - 27.01.2022 05:30","56660","60153"
"27.01.2022 05:30 - 27.01.2022 05:45","57618","61170"
"27.01.2022 05:45 - 27.01.2022 06:00","58861","62442"
"27.01.2022 06:00 - 27.01.2022 06:15","61302","64375"
"27.01.2022 06:15 - 27.01.2022 06:30","63106","67318"
"27.01.2022 06:30 - 27.01.2022 06:45","64623","68967"
"27.01.2022 06:45 - 27.01.2022 07:00","65765","70512"
"27.01.2022 07:00 - 27.01.2022 07:15","67546","72338"
"27.01.2022 07:15 - 27.01.2022 07:30","66900","73266"
"27.01.2022 07:30 - 27.01.2022 07:45","67666","74235"
"27.01.2022 07:45 - 27.01.2022 08:00","68425","74808"
"27.01.2022 08:00 - 27.01.2022 08:15","69130","75438"
"27.01.2022 08:15 - 27.01.2022 08:30","69517","76014"
"27.01.2022 08:30 - 27.01.2022 08:45","69902","76133"
"27.01.2022 08:45 - 27.01.2022 09:00","70110","76267"
"27.01.2022 09:00 - 27.01.2022 09:15","69969","76156"
"27.01.2022 09:15 - 27.01.2022 09:30","70396","76615"
"27.01.2022 09:30 - 27.01.2022 09:45","70811","77097"
"27.01.2022 09:45 - 27.01.2022 10:00","70876","77660"
"27.01.2022 10:00 - 27.01.2022 10:15","70869","77741"
"27.01.2022 10:15 - 27.01.2022 10:30","71034","77578"
"27.01.2022 10:30 - 27.01.2022 10:45","71540","78033"
"27.01.2022 10:45 - 27.01.2022 11:00","71776","78369"
"27.01.2022 11:00 - 27.01.2022 11:15","71928","78646"
"27.01.2022 11:15 - 27.01.2022 11:30","72069","79043"
"27.01.2022 11:30 - 27.01.2022 11:45","72214","79178"
"27.01.2022 11:45 - 27.01.2022 12:00","72172","79035"
"27.01.2022 12:00 - 27.01.2022 12:15","71949","78727"
"27.01.2022 12:15 - 27.01.2022 12:30","71902","78316"
"27.01.2022 12:30 - 27.01.2022 12:45","71703","78343"
"27.01.2022 12:45 - 27.01.2022 13:00","71668","78005"
"27.01.2022 13:00 - 27.01.2022 13:15","71594","77541"
"27.01.2022 13:15 - 27.01.2022 13:30","70992","77176"
"27.01.2022 13:30 - 27.01.2022 13:45","70454","76768"
"27.01.2022 13:45 - 27.01.2022 14:00","70076","76133"
"27.01.2022 14:00 - 27.01.2022 14:15","69934","75826"
"27.01.2022 14:15 - 27.01.2022 14:30","69809","75576"
"27.01.2022 14:30 - 27.01.2022 14:45","69636","75283"
"27.01.2022 14:45 - 27.01.2022 15:00","69350","75008"
"27.01.2022 15:00 - 27.01.2022 15:15","69275","75552"
"27.01.2022 15:15 - 27.01.2022 15:30","69025","75258"
"27.01.2022 15:30 - 27.01.2022 15:45","68732","74906"
"27.01.2022 15:45 - 27.01.2022 16:00","68184","74644"
"27.01.2022 16:00 - 27.01.2022 16:15","68213","75107"
"27.01.2022 16:15 - 27.01.2022 16:30","68167","74987"
"27.01.2022 16:30 - 27.01.2022 16:45","68384","75112"
"27.01.2022 16:45 - 27.01.2022 17:00","68574","75464"
"27.01.2022 17:00 - 27.01.2022 17:15","69306","76533"
"27.01.2022 17:15 - 27.01.2022 17:30","69845","77313"
"27.01.2022 17:30 - 27.01.2022 17:45","70463","77856"
"27.01.2022 17:45 - 27.01.2022 18:00","70838","78323"
"27.01.2022 18:00 - 27.01.2022 18:15","70578","78023"
"27.01.2022 18:15 - 27.01.2022 18:30","70160","77656"
"27.01.2022 18:30 - 27.01.2022 18:45","69944","77321"
"27.01.2022 18:45 - 27.01.2022 19:00","69647","76949"
"27.01.2022 19:00 - 27.01.2022 19:15","69335","76594"
"27.01.2022 19:15 - 27.01.2022 19:30","68855","75925"
"27.01.2022 19:30 - 27.01.2022 19:45","68428","75249"
"27.01.2022 19:45 - 27.01.2022 20:00","67956","74324"
"27.01.2022 20:00 - 27.01.2022 20:15","66653","73319"
"27.01.2022 20:15 - 27.01.2022 20:30","65795","72359"
"27.01.2022 20:30 - 27.01.2022 20:45","65077","71318"
"27.01.2022 20:45 - 27.01.2022 21:00","64726","70011"
"27.01.2022 21:00 - 27.01.2022 21:15","63629","69141"
"27.01.2022 21:15 - 27.01.2022 21:30","63353","68431"
"27.01.2022 21:30 - 27.01.2022 21:45","62674","67381"
"27.01.2022 21:45 - 27.01.2022 22:00","62171","66512"
"27.01.2022 22:00 - 27.01.2022 22:15","61546","65967"
"27.01.2022 22:15 - 27.01.2022 22:30","61287","65000"
"27.01.2022 22:30 - 27.01.2022 22:45","60217","64652"
"27.01.2022 22:45 - 27.01.2022 23:00","59247","63648"
"27.01.2022 23:00 - 27.01.2022 23:15","58400","62792"
"27.01.2022 23:15 - 27.01.2022 23:30","57490","61631"
"27.01.2022 23:30 - 27.01.2022 23:45","56782","60825"
"27.01.2022 23:45 - 28.01.2022 00:00","56338","60378"
"28.01.2022 00:00 - 28.01.2022 00:15","57364","59716"
"28.01.2022 00:15 - 28.01.2022 00:30","56722","59156"
"28.01.2022 00:30 - 28.01.2022 00:45","56363","58530"
"28.01.2022 00:45 - 28.01.2022 01:00","55394","57849"
"28.01.2022 01:00 - 28.01.2022 01:15","54981","57575"
"28.01.2022 01:15 - 28.01.2022 01:30","54712","57085"
"28.01.2022 01:30 - 28.01.2022 01:45","54860","56580"
"28.01.2022 01:45 - 28.01.2022 02:00","54359","56450"
"28.01.2022 02:00 - 28.01.2022 02:15","54325","56139"
"28.01.2022 02:15 - 28.01.2022 02:30","54244","55794"
"28.01.2022 02:30 - 28.01.2022 02:45","54206","55818"
"28.01.2022 02:45 - 28.01.2022 03:00","54045","56098"
"28.01.2022 03:00 - 28.01.2022 03:15","54411","56043"
"28.01.2022 03:15 - 28.01.2022 03:30","54650","55997"
"28.01.2022 03:30 - 28.01.2022 03:45","54746","56135"
"28.01.2022 03:45 - 28.01.2022 04:00","54907","56533"
"28.01.2022 04:00 - 28.01.2022 04:15","55350","57074"
"28.01.2022 04:15 - 28.01.2022 04:30","55585","57208"
"28.01.2022 04:30 - 28.01.2022 04:45","56068","57537"
"28.01.2022 04:45 - 28.01.2022 05:00","56542","58143"
"28.01.2022 05:00 - 28.01.2022 05:15","57801","59641"
"28.01.2022 05:15 - 28.01.2022 05:30","58330","60203"
"28.01.2022 05:30 - 28.01.2022 05:45","59336","61657"
"28.01.2022 05:45 - 28.01.2022 06:00","60577","62961"
"28.01.2022 06:00 - 28.01.2022 06:15","62747","65913"
"28.01.2022 06:15 - 28.01.2022 06:30","65044","67602"
"28.01.2022 06:30 - 28.01.2022 06:45","66082","68818"
"28.01.2022 06:45 - 28.01.2022 07:00","67904","70534"
"28.01.2022 07:00 - 28.01.2022 07:15","69279","72729"
"28.01.2022 07:15 - 28.01.2022 07:30","67672","73883"
"28.01.2022 07:30 - 28.01.2022 07:45","68090","74897"
"28.01.2022 07:45 - 28.01.2022 08:00","68620","75465"
"28.01.2022 08:00 - 28.01.2022 08:15","69529","75644"
"28.01.2022 08:15 - 28.01.2022 08:30","69695","76217"
"28.01.2022 08:30 - 28.01.2022 08:45","69866","76622"
"28.01.2022 08:45 - 28.01.2022 09:00","70274","76804"
"28.01.2022 09:00 - 28.01.2022 09:15","70078","76660"
"28.01.2022 09:15 - 28.01.2022 09:30","70415","76487"
"28.01.2022 09:30 - 28.01.2022 09:45","70673","76693"
"28.01.2022 09:45 - 28.01.2022 10:00","70966","76545"
"28.01.2022 10:00 - 28.01.2022 10:15","70898","76810"
"28.01.2022 10:15 - 28.01.2022 10:30","70891","76730"
"28.01.2022 10:30 - 28.01.2022 10:45","71355","76786"
"28.01.2022 10:45 - 28.01.2022 11:00","71731","76615"
"28.01.2022 11:00 - 28.01.2022 11:15","71691","76544"
"28.01.2022 11:15 - 28.01.2022 11:30","72152","76906"
"28.01.2022 11:30 - 28.01.2022 11:45","72332","76880"
"28.01.2022 11:45 - 28.01.2022 12:00","72526","76632"
"28.01.2022 12:00 - 28.01.2022 12:15","72163","76078"
"28.01.2022 12:15 - 28.01.2022 12:30","72132","75839"
"28.01.2022 12:30 - 28.01.2022 12:45","71958","75441"
"28.01.2022 12:45 - 28.01.2022 13:00","72012","75176"
"28.01.2022 13:00 - 28.01.2022 13:15","71954","74200"
"28.01.2022 13:15 - 28.01.2022 13:30","71592","73905"
"28.01.2022 13:30 - 28.01.2022 13:45","71323","73410"
"28.01.2022 13:45 - 28.01.2022 14:00","70945","72718"
"28.01.2022 14:00 - 28.01.2022 14:15","70428","72637"
"28.01.2022 14:15 - 28.01.2022 14:30","70095","72723"
"28.01.2022 14:30 - 28.01.2022 14:45","70135","72420"
"28.01.2022 14:45 - 28.01.2022 15:00","69596","72209"
"28.01.2022 15:00 - 28.01.2022 15:15","69480","71822"
"28.01.2022 15:15 - 28.01.2022 15:30","69384","71494"
"28.01.2022 15:30 - 28.01.2022 15:45","69367","71067"
"28.01.2022 15:45 - 28.01.2022 16:00","68755","70688"
"28.01.2022 16:00 - 28.01.2022 16:15","68274","70568"
"28.01.2022 16:15 - 28.01.2022 16:30","68205","70468"
"28.01.2022 16:30 - 28.01.2022 16:45","68234","70602"
"28.01.2022 16:45 - 28.01.2022 17:00","68756","70727"
"28.01.2022 17:00 - 28.01.2022 17:15","69623","71629"
"28.01.2022 17:15 - 28.01.2022 17:30","70209","72634"
"28.01.2022 17:30 - 28.01.2022 17:45","70575","73511"
"28.01.2022 17:45 - 28.01.2022 18:00","70789","74027"
"28.01.2022 18:00 - 28.01.2022 18:15","70590","73797"
"28.01.2022 18:15 - 28.01.2022 18:30","70170","73824"
"28.01.2022 18:30 - 28.01.2022 18:45","70133","73825"
"28.01.2022 18:45 - 28.01.2022 19:00","69897","73448"
"28.01.2022 19:00 - 28.01.2022 19:15","69563","73377"
"28.01.2022 19:15 - 28.01.2022 19:30","69300","72871"
"28.01.2022 19:30 - 28.01.2022 19:45","68878","72172"
"28.01.2022 19:45 - 28.01.2022 20:00","68440","71380"
"28.01.2022 20:00 - 28.01.2022 20:15","67482","69778"
"28.01.2022 20:15 - 28.01.2022 20:30","66690","68616"
"28.01.2022 20:30 - 28.01.2022 20:45","65806","67405"
"28.01.2022 20:45 - 28.01.2022 21:00","65007","66399"
"28.01.2022 21:00 - 28.01.2022 21:15","64130","65408"
"28.01.2022 21:15 - 28.01.2022 21:30","63805","64750"
"28.01.2022 21:30 - 28.01.2022 21:45","63021","63942"
"28.01.2022 21:45 - 28.01.2022 22:00","62408","63066"
"28.01.2022 22:00 - 28.01.2022 22:15","62326","62793"
"28.01.2022 22:15 - 28.01.2022 22:30","61444","62370"
"28.01.2022 22:30 - 28.01.2022 22:45","60663","61563"
"28.01.2022 22:45 - 28.01.2022 23:00","59789","60766"
"28.01.2022 23:00 - 28.01.2022 23:15","58783","59816"
"28.01.2022 23:15 - 28.01.2022 23:30","58120","59197"
"28.01.2022 23:30 - 28.01.2022 23:45","57388","58320"
"28.01.2022 23:45 - 29.01.2022 00:00","56650","57857"
"29.01.2022 00:00 - 29.01.2022 00:15","56719","56627"
"29.01.2022 00:15 - 29.01.2022 00:30","56136","55974"
"29.01.2022 00:30 - 29.01.2022 00:45","55660","55324"
"29.01.2022 00:45 - 29.01.2022 01:00","54989","54646"
"29.01.2022 01:00 - 29.01.2022 01:15","54464","54273"
"29.01.2022 01:15 - 29.01.2022 01:30","53798","53691"
"29.01.2022 01:30 - 29.01.2022 01:45","53506","53191"
"29.01.2022 01:45 - 29.01.2022 02:00","53215","53231"
"29.01.2022 02:00 - 29.01.2022 02:15","52909","52630"
"29.01.2022 02:15 - 29.01.2022 02:30","52703","52305"
"29.01.2022 02:30 - 29.01.2022 02:45","52595","52318"
"29.01.2022 02:45 - 29.01.2022 03:00","52475","52098"
"29.01.2022 03:00 - 29.01.2022 03:15","52401","51584"
"29.01.2022 03:15 - 29.01.2022 03:30","52356","51536"
"29.01.2022 03:30 - 29.01.2022 03:45","52218","51681"
"29.01.2022 03:45 - 29.01.2022 04:00","52204","51648"
"29.01.2022 04:00 - 29.01.2022 04:15","52289","51768"
"29.01.2022 04:15 - 29.01.2022 04:30","52160","51242"
"29.01.2022 04:30 - 29.01.2022 04:45","52117","51692"
"29.01.2022 04:45 - 29.01.2022 05:00","52204","51798"
"29.01.2022 05:00 - 29.01.2022 05:15","52467","52343"
"29.01.2022 05:15 - 29.01.2022 05:30","52144","52454"
"29.01.2022 05:30 - 29.01.2022 05:45","52218","52299"
"29.01.2022 05:45 - 29.01.2022 06:00","52204","52573"
"29.01.2022 06:00 - 29.01.2022 06:15","51985","52939"
"29.01.2022 06:15 - 29.01.2022 06:30","52376","53299"
"29.01.2022 06:30 - 29.01.2022 06:45","52763","53912"
"29.01.2022 06:45 - 29.01.2022 07:00","53160","54471"
"29.01.2022 07:00 - 29.01.2022 07:15","53482","55740"
"29.01.2022 07:15 - 29.01.2022 07:30","54102","56248"
"29.01.2022 07:30 - 29.01.2022 07:45","54792","56701"
"29.01.2022 07:45 - 29.01.2022 08:00","55597","57599"
"29.01.2022 08:00 - 29.01.2022 08:15","56305","58311"
"29.01.2022 08:15 - 29.01.2022 08:30","56998","60189"
"29.01.2022 08:30 - 29.01.2022 08:45","57848","61082"
"29.01.2022 08:45 - 29.01.2022 09:00","58652","61999"
"29.01.2022 09:00 - 29.01.2022 09:15","59451","62751"
"29.01.2022 09:15 - 29.01.2022 09:30","60154","63558"
"29.01.2022 09:30 - 29.01.2022 09:45","60783","64444"
"29.01.2022 09:45 - 29.01.2022 10:00","61150","65055"
"29.01.2022 10:00 - 29.01.2022 10:15","61298","65589"
"29.01.2022 10:15 - 29.01.2022 10:30","61564","66063"
"29.01.2022 10:30 - 29.01.2022 10:45","61755","66107"
"29.01.2022 10:45 - 29.01.2022 11:00","62192","66649"
"29.01.2022 11:00 - 29.01.2022 11:15","62452","67247"
"29.01.2022 11:15 - 29.01.2022 11:30","62758","67635"
"29.01.2022 11:30 - 29.01.2022 11:45","62917","67359"
"29.01.2022 11:45 - 29.01.2022 12:00","62735","67410"
"29.01.2022 12:00 - 29.01.2022 12:15","62407","66947"
"29.01.2022 12:15 - 29.01.2022 12:30","62599","66966"
"29.01.2022 12:30 - 29.01.2022 12:45","62199","66202"
"29.01.2022 12:45 - 29.01.2022 13:00","61985","65984"
"29.01.2022 13:00 - 29.01.2022 13:15","61595","65812"
"29.01.2022 13:15 - 29.01.2022 13:30","60895","65549"
"29.01.2022 13:30 - 29.01.2022 13:45","60305","65176"
"29.01.2022 13:45 - 29.01.2022 14:00","59889","65045"
"29.01.2022 14:00 - 29.01.2022 14:15","59610","64682"
"29.01.2022 14:15 - 29.01.2022 14:30","59413","64513"
"29.01.2022 14:30 - 29.01.2022 14:45","59116","64375"
"29.01.2022 14:45 - 29.01.2022 15:00","58821","64212"
"29.01.2022 15:00 - 29.01.2022 15:15","58718","63318"
"29.01.2022 15:15 - 29.01.2022 15:30","58615","63170"
"29.01.2022 15:30 - 29.01.2022 15:45","58416","62954"
"29.01.2022 15:45 - 29.01.2022 16:00","58285","62475"
"29.01.2022 16:00 - 29.01.2022 16:15","58308","62360"
"29.01.2022 16:15 - 29.01.2022 16:30","58578","62445"
"29.01.2022 16:30 - 29.01.2022 16:45","59063","62696"
"29.01.2022 16:45 - 29.01.2022 17:00","59407","63403"
"29.01.2022 17:00 - 29.01.2022 17:15","60305","65239"
"29.01.2022 17:15 - 29.01.2022 17:30","60927","66022"
"29.01.2022 17:30 - 29.01.2022 17:45","61479","66774"
"29.01.2022 17:45 - 29.01.2022 18:00","61830","67387"
"29.01.2022 18:00 - 29.01.2022 18:15","61853","67173"
"29.01.2022 18:15 - 29.01.2022 18:30","61748","67204"
"29.01.2022 18:30 - 29.01.2022 18:45","61621","66700"
"29.01.2022 18:45 - 29.01.2022 19:00","61007","66199"
"29.01.2022 19:00 - 29.01.2022 19:15","60744","64806"
"29.01.2022 19:15 - 29.01.2022 19:30","60227","64498"
"29.01.2022 19:30 - 29.01.2022 19:45","59717","64073"
"29.01.2022 19:45 - 29.01.2022 20:00","58943","62975"
"29.01.2022 20:00 - 29.01.2022 20:15","57934","61719"
"29.01.2022 20:15 - 29.01.2022 20:30","56987","60642"
"29.01.2022 20:30 - 29.01.2022 20:45","56215","59580"
"29.01.2022 20:45 - 29.01.2022 21:00","55530","59085"
"29.01.2022 21:00 - 29.01.2022 21:15","55065","58160"
"29.01.2022 21:15 - 29.01.2022 21:30","54676","57281"
"29.01.2022 21:30 - 29.01.2022 21:45","54276","56820"
"29.01.2022 21:45 - 29.01.2022 22:00","53848","56217"
"29.01.2022 22:00 - 29.01.2022 22:15","54271","57002"
"29.01.2022 22:15 - 29.01.2022 22:30","54277","56605"
"29.01.2022 22:30 - 29.01.2022 22:45","53441","56040"
"29.01.2022 22:45 - 29.01.2022 23:00","52884","55535"
"29.01.2022 23:00 - 29.01.2022 23:15","52147","54115"
"29.01.2022 23:15 - 29.01.2022 23:30","51464","53747"
"29.01.2022 23:30 - 29.01.2022 23:45","51018","53268"
"29.01.2022 23:45 - 30.01.2022 00:00","50348","52449"
"30.01.2022 00:00 - 30.01.2022 00:15","49342","51806"
"30.01.2022 00:15 - 30.01.2022 00:30","48559","50955"
"30.01.2022 00:30 - 30.01.2022 00:45","47820","50406"
"30.01.2022 00:45 - 30.01.2022 01:00","47018","49934"
"30.01.2022 01:00 - 30.01.2022 01:15","46349","49176"
"30.01.2022 01:15 - 30.01.2022 01:30","45881","48498"
"30.01.2022 01:30 - 30.01.2022 01:45","45759","48002"
"30.01.2022 01:45 - 30.01.2022 02:00","45503","47939"
"30.01.2022 02:00 - 30.01.2022 02:15","44982","47583"
"30.01.2022 02:15 - 30.01.2022 02:30","45028","47064"
"30.01.2022 02:30 - 30.01.2022 02:45","44589","47121"
